Protein Name,CycID,ARS_pvalue,ARS_BH.Q,ARS_period,ARS_adjphase,ARS_amplitude,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,CT3,CT7,CT11,CT15,CT19,CT23,CT27,CT31,CT35,CT39,CT43,CT47
Actin-related protein 3,Actr3,0.831420573,0.919365285,24,3.186150558,0.028608289,0.558904371,1,20,7,0.026819035,0.98322903,1,20,6.733133232,0.355658687,0.954947102,0.999999999,21.33333333,5.939400831,0.264530973,0.046999247,0.046999247,0,0.349629835,0.23223114,0.217906836,0.311871604,0.339231942,0.339372514,0.33412752,0.301304099,0.098472478,0.359205789,0.337928298
Transmembrane protein 43 (Protein LUMA),Tmem43,0.451108087,0.704660237,24,3.973178462,0.239427031,0.15763919,0.798488541,20,7,0.137448593,0.731482558,1,20,6.999941209,0.729569876,0.433079688,0.999999999,21.33333333,6.228385854,0.101662211,0.360623595,0.360623595,0,0.080198331,0.175831343,-0.114183334,-1.031592854,0.07627335,0.796793939,-0.014131539,-0.167813448,0.397620522,0.755834845,0.599543205
"Lon protease homolog, mitochondrial (EC 3.4.21.-) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) ... <Preview truncated at 128 characters>",Lonp1 Prss15,0.059867081,0.297118106,24,9.294611607,0.290032479,1,1,20,11,0.366209989,0.985334809,1,20,12.50828328,1.475550157,0.462238193,0.999999999,21.33333333,11.17916006,0.980166847,0.322393679,0.322393679,0,0.680296441,0.899775469,0.69771419,0.611277568,0.608432965,1.460874639,1.407822726,1.573532572,1.091984872,1.426748989,1.057897781
"Dynamin-like 120 kDa protein, mitochondrial",Opa1,0.008050167,0.17228543,24,17.25281485,0.634341388,0.057269646,0.629966104,24,19,0.772050332,0.094725263,1,24.1025641,18.61166748,1.383591739,0.002682626,0.074607366,24.03418803,18.2901145,0.824166064,0.728622559,0.728622559,0,0.254732111,0.664661932,1.366928691,1.235867504,1.45982488,0.037011726,-0.089510228,0.88390784,1.73930076,1.122568113,1.217077118
Vitrin,Vit,0.049317694,0.271881179,21.34759358,6.651964634,0.150294199,0.15763919,0.798488541,20,9,0.165407957,0.423440104,1,20,7.399844291,0.218324935,0.075893903,0.426975621,20.44919786,7.708540711,0.108669355,0.164844574,0.164844574,0,0.119892225,0.300638382,-0.192774036,-0.014820113,0.042039652,0.334861422,0.188004781,0.057762986,-0.00380477,0.356213368,0.25934381
UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3... <Preview truncated at 128 characters>,Gale,0.01789508,0.199828392,22.05524862,8.170051728,0.529580308,0.15763919,0.798488541,24,7,0.494998589,0.22314926,1,21.43322476,8.205492599,0.74477679,0.022368144,0.221279489,22.49615779,7.842290631,0.159790097,0.586837321,0.586837321,0,0.16209255,0.844557162,-0.317928647,-0.509199236,0.187751011,0.810698622,0.903719614,0.368970132,-0.434103836,0.050706692,-0.113805875
"Ubiquitin associated protein 2-like, isoform CRA_b (Ubiquitin-associated protein 2-like)",Ubap2l,0.166123262,0.460978826,25.58974359,14.92029868,0.116750679,0.558904371,1,28,15,0.135140884,0.619735773,1,25.21072797,15.61121931,0.364604867,0.456385193,0.999999999,26.26682385,15.21839744,0.26163516,0.12526092,0.12526092,0,0.242156897,0.309360247,0.431358356,0.23449045,0.435555829,0.02607978,0.370216138,0.144417944,0.410243407,0.421363304,0.212026683
SET-binding factor 2,Sbf2,0.878910138,0.946927361,24,15.211596,0.072232805,1,1,20,3,0.176135625,0.999958851,1,28,23.00260433,1.054872617,0.999674277,0.999999999,24,19.53369436,0.80600315,0.036770982,0.036770982,0,1.202127861,0.426593159,0.902944739,1.052120061,1.017321782,1.024251639,0.754302418,0.823477089,1.030731228,0.714872928,0.723294894
Guanine nucleotide exchange factor for Rab-3A,Rab3il1,0.242934714,0.547779852,24,10.10757623,0.24576077,1,1,24,13,0.218477014,0.95056145,1,23.25088339,10.75699049,0.916449331,0.817415006,0.999999999,23.75029446,11.27777705,0.484549415,0.24608563,0.24608563,0,0.548982033,0.333586023,0.241789804,0.618468614,0.242066778,0.944412915,0.839252919,0.809152842,0.929499671,0.38881939,-0.109854465
Matrix remodeling-associated protein 8 (Adipocyte-specific protein 3) (Limitrin),Mxra8,0.166401895,0.460978826,22.68181818,17.64025275,0.181312758,0.558904371,1,24,19,0.141969016,0.537659937,1,22.92682927,19.51412664,0.218425274,0.424164189,0.999999999,23.20288248,18.71814324,0.146844059,0.191563745,0.191563745,0,-0.473163793,0.214314866,0.180534372,0.11605126,0.22406856,0.202754193,0.069593225,0.020792058,0.671387069,0.434802963,0.090653308
"Inorganic pyrophosphatase 2, mitochondrial",Ppa2,0.754010436,0.87533874,24,3.597864879,0.058327948,1,1,28,23,0.182690339,0.998850008,1,20,7.113636803,0.423758651,0.996925109,0.999999999,24,3.981768626,0.289988853,0.063294307,0.063294307,0,0.352188107,0.345356286,-0.186347379,0.349418852,0.519495566,0.300300282,0.378190164,0.342041488,0.315349906,0.453075598,0.310797362
Nuclear pore complex-associated intranuclear coiled-coil protein TPR (Nucleoprotein TPR) (Translocated promoter region) (Translo... <Preview truncated at 128 characters>,Tpr,0.322799338,0.608447857,24,15.14569497,0.064572624,1,1,20,17,0.11018227,0.758031733,1,21.29449838,19.09658192,0.201125973,0.831620667,0.999999999,21.76483279,17.42304825,0.137742196,0.076852346,0.076852346,0,0.098923701,0.078702187,0.213878243,0.210433977,0.129693942,0.222089042,-0.033370303,0.254744961,0.285045299,0.041837902,0.101963722
"Arginine-rich, mutated in early stage tumors, isoform CRA_b (Mesencephalic astrocyte-derived neurotrophic factor)",Manf,0.419609652,0.678929338,24,6.872157365,0.059468205,1,1,20,11,0.086654917,0.922176697,1,20,11.08977077,0.292420896,0.928758042,0.999999999,21.33333333,10.14327667,0.179353471,0.083663771,0.083663771,0,0.075401321,0.200698896,0.103308812,0.120804885,0.063435327,0.313196771,0.426307554,0.145244648,0.124900449,0.332453528,0.211307673
Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61),Sf3a3 Sap61,0.071158641,0.314920473,26.26315789,13.06593117,0.991088251,0.558904371,1,24,15,1.048865435,0.526281082,1,25.21072797,15.26400988,2.006089398,0.258317972,0.913207361,25.15796195,14.51030788,1.741333872,0.981344668,0.563559168,0,0.775948795,2.719004479,1.076987917,2.510339729,1.23190403,0.119107582,1.456354308,2.639652515,4.174275725,1.642768244,3.056196544
Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DP... <Preview truncated at 128 characters>,Dpp3,0.129762137,0.412218511,24,8.458488414,0.26151188,0.805264174,1,24,13,0.227376669,0.842138918,1,23.58422939,9.117135885,0.545592315,0.561774396,0.999999999,23.8614098,10.12621026,0.310120146,0.25955023,0.25955023,0,0.561306569,0.660905401,-0.384149571,0.271300774,0.248448125,0.10038043,0.754017188,0.68068515,0.297471763,0.286648091,0.230967448
14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP),Phpt1 Php14,0.002811485,0.141099245,21.57837838,6.917148963,0.268440514,0.032458965,0.613391204,24,5,0.221878871,0.115315926,1,21.86046512,6.037077753,-0.107370829,0.000822405,0.040407509,22.4796145,6.036193544,-0.255453704,0.277029255,0.277029255,0,0.041263894,-0.074314189,-0.404441053,-0.473572169,-0.496549128,0.083414328,-0.010186787,-0.442155903,-0.643852724,-0.258679315,-0.266894413
5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase),Oplah,0.663193667,0.834084868,24,15.21515629,0.090008029,1,1,28,21,0.160683239,0.935667366,1,28,23.12484277,0.892897068,0.987283145,0.999999999,26.66666667,19.66681772,0.764612963,0.088664761,0.088664761,0,0.788962587,0.647621099,0.881828984,0.895473086,0.925156656,0.779606109,0.918747567,0.79947093,0.688531034,1.023428844,0.791051164
Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b),Chmp4b,0.215696539,0.516131005,23.62130178,16.75997149,0.45277908,1,1,28,17,0.570736527,0.717419194,1,21.57377049,18.7138729,1.301546688,0.712896184,0.999999999,24.39835742,17.70271624,0.732860282,0.483623436,0.483623436,0,0.6957977,0.826855649,0.676730339,1.384845491,1.711758541,0.07802597,-0.240768789,1.352089621,1.368936973,0.336397527,0.634176834
40S ribosomal protein S25,Rps25,0.040556861,0.256116383,20.36734694,4.222418902,0.147744262,0.15763919,0.798488541,20,5,0.16842862,0.482917854,1,20,2.99706259,-0.105927676,0.072515091,0.417628956,20.12244898,4.074229946,-0.194237201,0.151137124,0.151137124,0,-0.131210902,0.015639784,-0.347894971,-0.30006791,0.030757014,-0.061873872,-0.297733589,-0.498944159,-0.147700738,-0.103532235,-0.253937362
Cullin-5,Cul5,0.82627438,0.915735666,24,7.028822998,0.07084404,1,1,24,9,0.247102878,0.826847319,1,28,25.4924047,-0.315346446,0.993055863,0.999999999,25.33333333,6.782972654,-0.420418435,0.116127636,0.116127636,0,-0.249803316,-0.114882053,-0.905395934,-0.038301122,-0.369573136,-0.392734724,-0.362085953,-0.337922667,-0.477328043,-0.704781506,-1.076924467
Cytoskeleton-associated protein 5,Ckap5,0.446871155,0.703726584,24,9.929631184,0.079919327,0.558904371,1,28,7,0.052406411,0.675835213,1,28,5.50125139,0.018807257,0.736219615,0.999999999,26.66666667,7.561822587,-0.089822141,0.100927074,0.100927074,0,0.059910704,-0.129852163,-0.191944939,0.071376492,-0.096557556,-0.08959872,-0.060632935,0.203824212,-0.09611425,-0.261929533,-0.412175136
Polypyrimidine tract-binding protein 3,Ptbp3 Rod1,0.388438081,0.662682873,21.69565217,3.635842936,0.310631622,1,1,28,5,0.525503382,0.971920166,1,20,3.000060183,0.028837799,0.924399861,0.999999999,23.23188406,3.842299607,-0.596971682,0.255111834,0.255111834,0,-0.374938878,0.168634268,-0.9595539,-0.412774446,-0.68904203,0.329916952,-0.882164351,-1.961408104,-0.35417481,-1.108397299,-0.833233649
Monoacylglycerol lipase ABHD12,Abhd12,0.042915028,0.259248982,24,7.783399213,0.404269501,0.096845539,0.706684773,24,9,0.531477343,0.251584388,1,23.58422939,7.58639147,0.432900935,0.032847591,0.266651888,23.8614098,8.119036888,0.032360875,0.47919484,0.47919484,0,0.496136016,0.369135438,-0.564589421,0.156277124,-0.616056101,0.307559369,0.564857853,0.527807981,-0.323703825,-0.28500857,-0.253272683
Glyoxylate reductase/hydroxypyruvate reductase,Grhpr,0.209549889,0.508857556,21.57837838,9.715927895,0.290090536,1,1,28,11,0.437445927,0.743979191,1,22.15488215,9.749579751,0.187834093,0.714900542,0.999999999,23.91108684,10.22898034,0.063946073,0.270625063,0.270625063,0,0.698383097,0.002940624,0.626290535,-0.624930449,-0.519082524,0.246291844,0.276417185,-0.047123081,0.06785968,0.03779666,-0.006798401
Protein FAM49B,Fam49b,0.012449861,0.19056701,22.17777778,9.104820938,0.448480915,0.096845539,0.706684773,24,9,0.475967758,0.151328128,1,22.45733788,8.35905397,0.430016963,0.008514662,0.136419699,22.87837189,8.828643734,0.174904625,0.486372657,0.486372657,0,1.091531223,0.643987694,0.06374201,0.081673758,-0.284368741,0.539061025,0.298488735,0.526178766,-0.366197296,-0.485437445,-0.08546683
Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4),Erp44 Kiaa0573 Txndc4,0.225286473,0.529620831,21.69565217,16.28328916,0.150230204,1,1,28,17,0.349884713,0.647905281,1,24.1025641,19.13487696,0.709578786,0.697131009,0.999999999,24.59940543,17.69270047,0.514182288,0.159450637,0.159450637,0,0.184498357,0.670675022,0.45570769,0.825966958,0.761457187,0.361298811,0.607282935,0.573106129,0.624049481,0.62197724,0.498658268
"Selenide, water dikinase 1 (EC 2.7.9.3) (Selenium donor protein 1) (Selenophosphate synthase 1)",Sephs1 Sps1,0.922562659,0.965122327,24,10.63077348,0.043598018,1,1,28,23,0.259477528,0.999933696,1,26.21513944,20.78480177,0.795231694,0.999917642,0.999999999,26.07171315,18.91076305,0.489439963,0.024569942,0.024569942,0,0.364295774,0.666801592,-0.202740521,0.732680897,0.366480478,0.413235482,0.652675403,0.558514636,0.760254421,0.80637524,0.757323356
Conserved oligomeric Golgi complex subunit 2,Cog2,0.788156601,0.896602419,24,0.785918762,0.101417888,1,1,28,17,0.204075333,0.992332306,1,20,6.999941209,0.210337731,0.997940269,0.999999999,24,9.004169185,0.078977616,0.063642779,0.063642779,0,-0.03727158,0.441017761,-0.801107911,0.348008352,0.269970314,0.05865499,0.20235734,-0.236560523,0.343893869,0.238610433,0.120158349
"Elongation factor Tu, mitochondrial",Tufm,0.971857841,0.987805502,24,8.155992864,0.010902804,1,1,28,23,0.126557445,0.999998219,1,28,27.45332312,0.246770621,0.999996205,0.999999999,26.66666667,25.82816032,0.19198957,0.012859963,0.012859963,0,0.159378953,0.211153407,-0.005434947,0.360811002,0.209329726,0.176261782,0.264104844,0.322777713,0.109908991,0.248948759,0.230300689
Protein ABHD14B,Abhd14b,0.485080335,0.729609408,24,19.6370395,0.05550136,1,1,24,21,0.106176943,0.466797862,1,27.76371308,22.40499808,0.269398274,0.812527771,0.999999999,25.25457103,21.04433697,0.267670973,0.067891008,0.067891008,0,0.13294322,0.318495331,0.238830967,0.254491678,0.275543923,0.257181271,0.288471193,0.11622346,0.275018676,0.550996185,0.479676068
"KDEL (Lys-Asp-Glu-Leu) containing 2, isoform CRA_b (KDEL (Lys-Asp-Glu-Leu)-containing 2)",Kdelc2,0.879778446,0.946927361,24,16.60430874,0.055230444,0.558904371,1,24,17,0.155318408,0.980880706,1,20.24615385,18.7385211,0.253604779,0.962214152,0.999999999,22.74871795,17.48526041,0.093226521,0.086009573,0.086009573,0,-0.116179741,0.169202433,-0.509139055,0.413688523,0.138772298,-0.159767687,0.195375741,0.133753177,0.473803286,0.288305902,0.064049876
Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC),Arpc2,0.264366869,0.558883159,20.06030151,9.926338708,0.088280525,1,1,28,1,0.111822144,0.970656934,1,20,9.997125861,0.466467638,0.843031924,0.999999999,22.68676717,10.45950695,0.333608132,0.080839245,0.080839245,0,0.463567801,0.263793227,0.276262985,0.215245035,0.397659524,0.501840088,0.436536367,0.437183517,0.314786497,0.354391652,0.307427495
"Creatine kinase S-type, mitochondrial (EC 2.7.3.2) (Basic-type mitochondrial creatine kinase) (Mib-CK) (Sarcomeric mitochondrial... <Preview truncated at 128 characters>",Ckmt2,0.165100388,0.460978826,23.07514451,17.61157027,2.101220336,0.805264174,1,20,19,0.59040453,0.824735587,1,20,14.81100981,-1.566046332,0.619905255,0.999999999,21.02504817,17.10814114,-2.208789904,0.935889846,0.423711573,0,-3.45753031,-1.566684106,-2.899832202,-0.733515871,-3.942317524,-3.104483702,-1.787543236,-0.952585142,-1.670663836,-2.728241351,-4.577247736
Malectin,Mlec Kiaa0152,0.201935722,0.50194478,24,20.1466134,0.164283827,0.247873828,0.966576777,28,21,0.28681108,0.34583165,1,28,20.86411306,0.554636523,0.229948927,0.845248673,26.66666667,20.74160315,0.288519655,0.213607313,0.213607313,0,-0.166815643,0.307496338,0.332235381,0.474346456,0.719293218,0.365737537,0.247409192,0.173648707,0.15593664,0.48346191,0.220843608
60S ribosomal protein L18a,Rpl18a,0.00056125,0.103410361,20.36734694,7.450520955,0.406185223,0.008979903,0.472727761,20,9,0.386225605,0.133997877,1,20,8.523883064,0.114820548,7.84E-05,0.016516417,20.12244898,8.333556526,-0.056601276,0.401258139,0.401258139,0,0.239392618,0.084270471,-0.542060661,-0.487942183,-0.306812871,0.309943885,0.130529317,-0.042215613,-0.457382884,0.274773555,0.421504755
40S ribosomal protein S9,Rps9,0.102315313,0.366941049,20.68393782,6.833305149,0.148742831,1,1,20,7,0.21603943,0.559699036,1,20,6.871270339,0.050178882,0.45526301,0.999999999,20.22797927,6.904048414,-0.08635052,0.153558006,0.153558006,0,-0.054542012,0.204910583,-0.241259117,-0.174749874,0.050188078,-0.030584438,0.121702935,-0.305525892,-0.386493668,0.078550538,-0.106700441
Breast carcinoma-amplified sequence 1 homolog,Bcas1,0.117098292,0.389750966,24,5.853938416,0.742823987,0.247873828,0.966576777,28,1,0.656817886,0.345303772,1,24.46096654,5.89585876,0.181232367,0.16232972,0.692597618,25.48698885,4.55082334,-0.526240463,0.851256134,0.851256134,0,1.536412775,-1.053581274,-0.544178836,-0.281051449,-0.996268197,0.523128802,-0.133806121,0.17157878,-1.88574371,-2.541838684,-1.317722033
Sec1 family domain-containing protein 1 (Fragment),Scfd1,0.815924702,0.907750762,24,7.313679446,0.036519925,1,1,20,9,0.065115213,0.999852478,1,28,6.729282769,0.083718547,0.998791937,0.999999999,24,7.908685758,0.045677854,0.042873737,0.042873737,0,0.097523252,0.22137691,-0.278960145,0.124671518,0.05112069,0.076785448,0.109477671,-0.015301369,0.157911649,0.067162438,-0.063633816
Atlastin-3,Atl3,0.345339299,0.633122048,25.92207792,7.99073029,0.161798415,1,1,20,15,0.162196334,0.999997867,1,26.21513944,11.51905133,0.859940186,0.90770826,0.999999999,24.04573912,11.13093048,0.565583893,0.139674483,0.139674483,0,0.604382989,0.676480414,-0.147643922,0.6266455,0.418905434,0.573718222,0.915300278,0.800129127,0.811500733,0.89903649,0.611514161
ADP-ribosylation factor GTPase-activating protein 2 (ARF GAP 2) (GTPase-activating protein ZNF289) (Zinc finger protein 289),Arfgap2 Zfp289 Znf289,0.538731146,0.76437828,24,20.03975179,0.06839271,0.377646329,1,28,19,0.063548376,0.759558659,1,26.00790514,24.01860964,0.398214414,0.712525527,0.999999999,26.00263505,21.19119788,0.347166096,0.077821855,0.077821855,0,0.110191255,0.423069065,0.087725992,0.431083955,0.428614945,0.336598986,0.411627539,0.182183571,0.484260824,0.684034743,0.539420455
SUN domain-containing protein 1,Sun1,0.437328004,0.694129908,24,21.18979656,0.218443961,1,1,28,21,0.383816038,0.454771177,1,28,19.48678385,0.680647468,0.779466436,0.999999999,26.66666667,20.65757039,0.427049013,0.353845704,0.353845704,0,0.065469111,0.433338416,0.97751478,0.618728592,0.31631056,0.845889737,0.467626067,-0.257024728,-0.063659633,0.733017376,0.748844947
Procollagen galactosyltransferase 1 (EC 2.4.1.50) (Collagen beta(1-O)galactosyltransferase 1) (Glycosyltransferase 25 family mem... <Preview truncated at 128 characters>,Colgalt1 Glt25d1,0.523384794,0.750687054,24,14.57194251,0.089885469,1,1,28,17,0.211578777,0.997688047,1,22.61168385,15.51712715,0.330155619,0.971684938,0.999999999,24.87056128,15.74979978,0.173352943,0.086210797,0.086210797,0,0.149556729,0.498169515,0.136319997,0.295221382,0.452770499,0.045996756,0.292023913,0.021657724,0.269328426,0.090174075,-0.144042459
Heterogeneous nuclear ribonucleoprotein A0 (hnRNP A0),Hnrnpa0 Hnrpa0,0.371943469,0.651896164,24,18.57129951,0.075278247,0.805264174,1,28,17,0.068137121,0.552394163,1,26.85714286,21.27925283,0.301025463,0.730864299,0.999999999,26.28571429,19.11761307,0.282801151,0.092137778,0.092137778,0,0.331187761,0.141255039,0.303904326,0.36135461,0.271252215,0.19121783,0.309058795,0.073549408,0.450387465,0.495170575,0.448214393
Ras-related protein Rab-35,Rab35,0.363034541,0.642392453,24,8.265515983,0.071037909,1,1,28,1,0.096863585,0.866405458,1,24.64419476,4.935943503,0.205255724,0.88874734,0.999999999,25.54806492,4.978224221,0.124314686,0.074099863,0.074099863,0,0.299076007,0.168208979,0.01471145,0.061421283,0.253491429,0.204525845,0.131099682,0.204410828,0.219145341,-0.064930629,-0.011633757
"Ppfia1 protein (Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF),-interacting protein (liprin), alpha 1)",Ppfia1,0.179077115,0.479926668,21.57837838,21.19419902,0.0869026,1,1,28,25,0.122793048,0.672890995,1,21.43322476,1.513132972,0.021757565,0.645282955,0.999999999,23.67053438,23.24212607,-0.051128649,0.071659515,0.071659515,0,-0.169330735,-0.154985652,-0.22300389,0.16013616,-0.035651247,-0.011390733,-0.156020713,-0.051535713,0.085182204,-0.106800002,0.060897158
