"mRNAs identified in Ito et. al and analyzed by Pearson correlation: column headers show the transcript codes as identified by Ito et al. (Transcript accession); the names of the proteins as seen in Uniprot database (Protein name); gene names as seen in the Cyanobase (Gene names); the Uniprot accession numbers of all proteins (Uniprot Accession); the log2-mean-ratio normalized retrieved from GEO (GSE14225) from each time-point X (hours in LL) (LL.X); the Pearson correlation value (Pearson); the p-value for the significance of the Pearson correlation (p-value); the cluster number corresponding to each significant protein (Cluster nr); categorization of the protein corresponding to this mRNA, as cyclic (TRUE) and not-cyclic (FALSE), as determined by the Pearson correlation (Cyclic protein); the subjective phase, light (L) or dark (D), at which the mRNA profile shows a maximum abundance (Peak phase (subjective)); the phase, light (L) or dark (D), at which the protein profile shows a maximum abundance (Peak phase protein); the relationship between the mRNA peak phase and the protein peak phase, being in-phase (in), out of phase (out) or anti-phase (out (anti)); the delay between the maximum abundance observed at the mRNA level comparing to the maximum abundance at the protein level (delay (h)) (average delays account for different delays between the 2 days); the functional category at which the protein belongs to, based on the Cyanobase (Function category); the pathway to which the protein belongs, according to KEGG (KEGG); and the biological process in which the protein is involved, according to Gene Ontology (GO_BP).",,,,,,,,,,,,,,,,,,,,,,,,,,
(av) average delay based on 2 numbers,,,,,,,,,,,,,,,,,,,,,,,,,,
Light,,,,,,,,,,,,,,,,,,,,,,,,,,
Transcript accession,protein name,gene name,Accession,LL.4,LL.8,LL.12,LL.16,LL.20,LL.24,LL.28,LL.32,LL.36,LL.40,LL.44,LL.48,Pearson corr,p-value,Cluster nr,Cyclic protein,Peak phase (subjective),Peak phase protein,in/out phase,delay (h),Function category,KEGG,GO_BP
syc1480-h_at,N-acetylornithine aminotransferase,Synpcc7942_0031,Q31SA6,0.0884063,-0.31873274,-0.14616647,-0.24317783,-0.02085578,-0.03491082,0.08213084,-0.31957295,-0.08548585,-0.08699,0.37338567,0.28965816,0.77797843,0.0480,2,TRUE,L/D,D,out,19.5,Coenzyme transport and metabolism,"syf00780:Biotin metabolism,","GO:0006766~vitamin metabolic process,GO:0006767~water-soluble vitamin metabolic process,GO:0006768~biotin metabolic process,GO:0006790~sulfur metabolic process,GO:0009102~biotin biosynthetic process,GO:0009110~vitamin biosynthetic process,GO:0016053~organic acid biosynthetic process,GO:0018130~heterocycle biosynthetic process,GO:0042364~water-soluble vitamin biosynthetic process,GO:0043603~cellular amide metabolic process,GO:0043604~amide biosynthetic process,GO:0044271~nitrogen compound biosynthetic process,GO:0044272~sulfur compound biosynthetic process,GO:0046394~carboxylic acid biosynthetic process,GO:0051186~cofactor metabolic process,"
syc1488-m_at,H+/Ca2+ exchanger,Synpcc7942_0023,Q31SB4,0.27498954,0.15387916,-0.48596277,-0.06324931,-0.17595138,-0.08296669,0.28672643,0.24026654,-0.4541179,-0.11771562,-0.13981972,0.02464418,0.97790377,0.0001,4,FALSE,-,-,-,-,-,-,-
syc1489-m_at,hypothetical protein,Synpcc7942_0022,Q31SB5,0.07519185,0.14532302,-0.36612332,-0.08525777,0.00572793,-0.14930683,0.14280594,0.29900874,-0.27187762,-0.04818245,-0.11981018,0.06160205,0.82395543,0.0270,4,FALSE,-,-,-,-,-,-,-
syc1492-h_at,ferredoxin-sulfite reductase,Synpcc7942_0019,P30008,-0.60082079,0.31722643,0.67992143,-0.43011538,-0.50049328,-0.36477198,-0.39099986,0.53549299,0.74663124,0.00792572,-0.84358038,-0.55227947,0.89104155,0.0077,1,FALSE,-,-,-,-,-,-,-
syc1497-m_at,hypothetical protein,Synpcc7942_0014,Q31SC3,0.07875716,0.31133896,-0.05082765,0.02125629,-0.22065254,-0.45293961,-0.06821181,0.23793965,0.05539423,0.11479483,-0.21068802,-0.30280235,0.90730338,0.0050,1,FALSE,-,-,-,-,-,-,-
syc1498-h_at,Uncharacterized protein,Synpcc7942_0013,Q31SC4,-0.22391964,-0.44897487,-1.03588909,0.80752453,-0.03449447,-0.67418847,0.35096659,-0.49539732,-1.10336993,0.69569495,1.13108288,-0.39864019,0.80337477,0.0357,2,TRUE,12h,L,-,10.5-,putative uncharacterized,putative uncharacterized,0
syc1500-m_at,Uncharacterized protein,Synpcc7942_0011,Q31SC6,-0.0005068,-0.21725642,-0.2864637,0.12011201,0.24408943,0.09662805,-0.01603291,-0.16319925,-0.13273156,0.19472556,0.21917499,0.04565578,0.94208972,0.0014,2,TRUE,D,L,out,6.5,putative uncharacterized,putative uncharacterized,0
syc1502-h_at,argininosuccinate synthetase,Synpcc7942_0009,Q31SC8,0.03819728,-0.59370742,-0.10756562,0.14000918,0.31178041,0.24272323,0.00858713,-0.57254628,-0.37796684,0.0937628,0.25224188,0.28926706,0.94686846,0.0011,2,FALSE,-,-,-,-,-,-,-
syc1506-m_at,hypothetical protein,Synpcc7942_0005,Q31SD2,-0.56747588,0.58829972,0.69023905,-0.19128355,-0.85958635,-0.9790886,-0.42443676,0.72740419,0.70026804,-0.02627834,-0.99877738,-0.96567344,0.99000006,0.0000,1,FALSE,-,-,-,-,-,-,-
syc1507-h_at,amidophosphoribosyltransferase,Synpcc7942_0004,Q55038,0.13696293,-0.69025684,-1.0685602,0.00776299,0.54172172,0.66430473,0.27762469,-0.59194696,-1.07816825,-0.3026455,0.09652437,0.53248689,0.94347061,0.0013,2,FALSE,-,-,-,-,-,-,-
syc1508-h_at,phosphoribosylformyl glycinamidine synthetase II,Synpcc7942_0003,Q55041,-0.04817974,-0.21569118,-0.03230443,0.09741909,0.07837562,0.09466007,-0.10719501,-0.20200017,-0.05213418,0.0244993,0.08167827,0.24151395,0.86601019,0.0134,6,FALSE,-,-,-,-,-,-,-
syc1509-h_at,RNA metabolism-related protein  conserved hypothetical protein,Synpcc7942_0002,Q31SD5,-0.18616504,-0.09833682,0.16071365,-0.16625706,-0.03551603,-0.13498699,-0.2825425,-0.01931471,0.47421445,0.09904636,-0.00074577,-0.04681232,0.86625852,0.0133,3,FALSE,-,-,-,-,-,-,-
syc1510-h_at,DNA polymerase III beta subunit,Synpcc7942_0001,P52023,-0.10974853,-0.12255024,0.19946942,0.03536961,-0.10331724,-0.14656641,-0.22846276,-0.12569944,0.34866273,0.16549276,-0.0070823,-0.02117349,0.90026843,0.0061,3,FALSE,-,-,-,-,-,-,-
syc1512-h_at,threonine synthase,Synpcc7942_2612,Q31JX7,0.09706211,-0.32146894,-0.05898919,0.12063988,0.12648523,0.04971191,-0.08605035,-0.4437647,-0.04647692,0.10615245,0.26167265,0.15709739,0.88674488,0.0086,6,FALSE,-,-,-,-,-,-,-
syc1515-h_at,hypothetical protein,Synpcc7942_2609,Q31JY0,-0.45028507,0.46034412,0.32920175,-0.1055833,-0.45956978,-0.39995949,-0.02001875,0.53396851,0.30492718,-0.06327675,-0.72988996,-0.39144286,0.87012918,0.0123,1,FALSE,-,-,-,-,-,-,-
syc1516-h_at,Uncharacterized protein,Synpcc7942_2608,Q31JY1,0.09244207,-0.1489065,-0.54787069,-0.0929802,0.44027406,0.29513613,0.06658331,-0.34907493,-0.92165879,0.02174578,-0.01808952,0.35319418,0.84933134,0.0182,2,FALSE,-,-,-,-,-,-,-
syc1517-m_at,exodeoxyribonuclease III,Synpcc7942_2607,Q31JY2,0.37468651,-0.38594955,-0.4681242,0.02548496,0.27815543,0.03523019,0.15609405,-0.57092078,-0.45374485,0.02107887,0.27131793,0.23383247,0.90996092,0.0046,2,FALSE,-,-,-,-,-,-,-
syc1518-m_at,threonyl-tRNA synthetase,Synpcc7942_2606,Q31JY3,0.13939981,-0.34737878,-0.07504481,0.03442981,0.07878998,0.04520297,-0.06211014,-0.39465701,-0.01629453,0.14620953,0.08482129,0.21532996,0.79558878,0.0392,6,FALSE,-,-,-,-,-,-,-
syc1519-m_at,Uncharacterized protein,Synpcc7942_2605,Q31JY4,0.04469689,0.45969768,-0.08945631,-0.20677348,-0.216517,-0.29358571,0.06422691,0.48341746,-0.20087639,-0.18423457,-0.45411306,-0.10563356,0.89075177,0.0078,1,FALSE,-,-,-,-,-,-,-
syc1520-h_at,cytochrome c oxidase subunit III,Synpcc7942_2604,Q31JY5,-0.41215204,0.48854869,0.15652104,-0.10163448,-0.44538679,-0.37611961,-0.14461131,0.43771927,0.23739101,-0.05820925,-0.47566354,-0.40051244,0.94864433,0.0010,1,FALSE,-,-,-,-,-,-,-
syc1521-h_at,cytochrome c oxidase subunit I,Synpcc7942_2603,Q31JY6,-0.59326898,0.63376404,0.41121684,-0.38571407,-0.63921548,-0.73290498,-0.16894219,0.73595111,0.31690726,-0.13013436,-0.64072491,-0.37064428,0.94210746,0.0014,1,FALSE,-,-,-,-,-,-,-
syc1522-h_at,cytochrome c oxidase subunit II,Synpcc7942_2602,Q31JY7,-0.92080607,0.6484354,0.39629629,-0.37316243,-0.71036917,-0.70324288,-0.20734673,0.76814831,0.3559275,-0.11394224,-0.37441255,-0.36890559,0.95260783,0.0008,1,FALSE,-,-,-,-,-,-,-
syc1523-m_at,hypothetical protein,Synpcc7942_2601,Q31JY8,-0.8728023,0.71346021,0.38016713,-0.29317087,-0.38566116,-0.66699549,-0.07020911,0.82455541,0.20066836,-0.25924916,-0.67043313,-0.58572918,0.79216037,0.0409,1,FALSE,-,-,-,-,-,-,-
syc1524-m_at,cytochrome c oxidase folding protein,Synpcc7942_2600,Q31JY9,-0.67019894,0.53460999,0.12042449,-0.39200166,-0.37992383,-0.59827182,-0.04610284,0.8313799,0.45110346,-0.29857388,-0.54979049,-0.42044673,0.87205022,0.0119,1,FALSE,-,-,-,-,-,-,-
syc1531-h_at,Uncharacterized protein,Synpcc7942_2593,Q31JZ6,-0.17630739,0.3052842,-0.02706038,0.01239165,-0.06495036,-0.13149745,0.04666718,0.25975132,-0.01329688,-0.01147913,-0.03943537,-0.19616083,0.79377249,0.0401,1,FALSE,-,-,-,-,-,-,-
syc1533-h_at,hypothetical protein,Synpcc7942_2591,Q31JZ8,-2.01321792,0.4937589,1.3319015,-0.84566173,-2.14355461,-1.98566519,-1.58131275,0.79906152,1.51123516,0.07950002,-1.58764947,-2.12010716,0.97077805,0.0002,1,FALSE,-,-,-,-,-,-,-
syc1534-h_at,similar to pilin-like protein,Synpcc7942_2590,Q31JZ9,-2.64474511,0.55621952,1.48936544,-1.06066692,-3.35333506,-3.07565307,-2.22618342,0.9529882,1.63390069,0.03299187,-2.49646238,-3.05056936,0.97903747,0.0001,1,FALSE,-,-,-,-,-,-,-
syc1536-m_at,3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiD,Synpcc7942_2588,Q31K01,-0.06909084,-0.27707074,-0.06410534,-0.00325663,0.24992593,0.18280912,0.02857219,-0.28002644,-0.23004566,-0.00657174,0.12513999,0.21430369,0.8684662,0.0128,2,FALSE,-,-,-,-,-,-,-
syc1537-m_at,Uncharacterized protein,Synpcc7942_2587,Q31K02,-0.10391023,-0.0290244,-0.15004346,-0.03791442,-0.01056084,-0.17784319,0.04652799,-0.02937095,0.37300236,-0.13239101,-0.00663754,0.16779603,-0.79476557,0.0396,3,FALSE,-,-,-,-,-,-,-
syc1540-h_at,"probable short chain dehydrogenase  cell-cell signaling protein, C-factor",Synpcc7942_2584,Q31K05,-0.09454797,-0.33520319,-0.08139569,-0.07955134,-0.01231591,0.19750976,-0.01678302,-0.09909916,-0.06300496,0.0240226,-0.06222897,0.31224631,0.82666344,0.0260,6,FALSE,-,-,-,-,-,-,-
syc1543-h_at,ferredoxin petF-like protein,Synpcc7942_2581,Q31K08,0.03010545,-0.2002381,-0.07941667,-0.07283127,0.12082089,0.07828365,0.06143685,-0.203944,0.01684495,-0.05213503,0.08794304,0.08314023,0.93036223,0.0023,2,FALSE,-,-,-,-,-,-,-
syc1546-m_at,hypothetical protein,Synpcc7942_2578,O33700,-0.09070111,0.13320617,0.31645864,-0.03443862,0.03708461,-0.28532502,-0.13778567,0.00741014,0.18265161,0.11849355,-0.14233443,-0.34927657,0.82775572,0.0256,1,FALSE,-,-,-,-,-,-,-
syc1547-m_at,hypothetical protein,Synpcc7942_2577,O33701,-0.11164262,-0.01118187,0.3108408,0.0007947,-0.13913494,-0.17355699,-0.14628932,-0.08859835,0.3195115,0.01159658,-0.32567887,-0.04913355,0.87501301,0.0112,3,FALSE,-,-,-,-,-,-,-
syc1554-m_at,tyrosyl tRNA synthetase,Synpcc7942_2570,Q31K19,0.32371719,-0.54980905,-0.24299255,0.13903356,0.16811726,0.04040628,-0.10492851,-0.70581827,-0.35537358,0.25606764,0.37665304,0.23616173,0.80628113,0.0344,2,FALSE,-,-,-,-,-,-,-
syc1555-m_at,orotidine 5' monophosphate decarboxylase,Synpcc7942_2569,Q31K20,-0.01062074,-0.53812628,-0.25212831,0.08731085,0.10401914,-0.03659993,0.15537818,-0.41148725,-0.44585155,0.23086728,0.57280218,0.30067392,0.88146938,0.0097,2,FALSE,-,-,-,-,-,-,-
syc1558-h_at,peptidyl-prolyl cis-trans isomerase,Synpcc7942_2566,Q31K23,-0.25903051,-0.24037964,0.22004684,-0.07942991,0.00713819,0.0193301,-0.11779153,-0.13170455,0.23481539,0.08730036,-0.04568173,0.12121502,0.89024759,0.0079,3,FALSE,-,-,-,-,-,-,-
syc1559-m_at,elongation factor P,Synpcc7942_2565,Q54760,0.10955569,-0.28467449,-0.15711193,0.12682111,0.22027663,0.11250741,-0.01622577,-0.35979773,-0.17634481,0.18090516,0.1897313,0.06700618,0.96176416,0.0004,2,FALSE,-,-,-,-,-,-,-
syc1560-m_at,biotin carboxyl carrier protein of acetyl-CoA carboxylase,Synpcc7942_2564,Q54761,0.09323865,-0.2928744,-0.13199952,0.1060587,0.15586571,0.13575322,-0.0727331,-0.32652144,-0.11400643,0.07959615,0.13922819,0.21356463,0.91314036,0.0042,2,FALSE,-,-,-,-,-,-,-
syc1565-m_at,50S ribosomal protein L9,Synpcc7942_2559,Q31K30,-0.0686866,-0.1665243,-0.01558062,0.02247899,-0.0828528,0.03743554,-0.09896444,-0.18400925,0.21943317,0.06169239,-0.07075169,0.08921276,0.80902402,0.0332,6,FALSE,-,-,-,-,-,-,-
syc1567-m_at,NAD-reducing hydrogenase HoxS gamma subunit,Synpcc7942_2557,Q31K32,-1.51656103,1.09319751,0.92684881,-0.57764275,-2.38521938,-2.07991357,-1.36089563,1.059748,1.19059561,0.01808134,-2.38156715,-2.11124373,0.98844329,0.0000,1,FALSE,-,-,-,-,-,-,-
syc1568-m_at,NAD-reducing hydrogenase HoxS delta subunit,Synpcc7942_2556,Q31K33,-1.24094842,1.01553329,0.90336758,-0.59427357,-1.6010514,-1.89232094,-1.04161809,1.15732778,0.98662364,-0.05378404,-2.20479769,-1.86534458,0.96913427,0.0002,1,FALSE,-,-,-,-,-,-,-
syc1569-m_at,NAD-reducing hydrogenase HoxS beta subunit,Synpcc7942_2555,Q31K34,-0.89734237,0.95782375,0.80234513,-0.48250505,-1.60690749,-1.75817872,-0.83006995,0.95604877,0.91531814,0.0353661,-1.58653804,-1.24563991,0.97866192,0.0001,1,FALSE,-,-,-,-,-,-,-
syc1570-m_at,hypothetical protein,Synpcc7942_2554,Q31K35,-1.06216937,0.38714842,0.89216187,-0.36262337,-1.24944981,-0.96044083,-0.56513856,0.58803599,1.07424252,0.05157607,-1.03348378,-0.87260743,0.98388874,0.0000,1,FALSE,-,-,-,-,-,-,-
syc1571-m_at,putative hydrogenase expression/formation protein HypA1,Synpcc7942_2553,Q31K36,-1.04696852,0.12754701,0.84482558,-0.37276792,-0.94223573,-0.77650582,-0.49877121,0.45711577,1.13212523,0.05896421,-1.2337429,-0.483864,0.93834131,0.0016,1,FALSE,-,-,-,-,-,-,-
syc1572-m_at,hydrogenase isoenzymes formation protein HypB,Synpcc7942_2552,Q31K37,-0.63169332,0.23959731,0.67835002,-0.1157971,-0.62135195,-0.77911664,-0.37850545,0.63877166,0.72395806,-0.00529536,-0.93394755,-0.49225866,0.92501798,0.0028,1,FALSE,-,-,-,-,-,-,-
syc1573-m_at,hydrogenase maturation protein HypF,Synpcc7942_2551,Q31K38,-0.95204821,0.79703784,0.59342164,-0.28141974,-1.5750878,-1.09494734,-0.78107308,0.87948079,0.9389687,-0.10353598,-0.8522908,-0.78910035,0.97638597,0.0001,1,FALSE,-,-,-,-,-,-,-
syc1574-m_at,hydrogenase maturation protein HypC,syc1560_d,Q5N1S0,-0.55202538,0.89192049,0.64571746,-0.32790828,-0.86575776,-0.61825168,-0.84696686,1.03558742,0.53946408,-0.01545739,-1.88272394,-2.62012001,0.86585159,0.0134,1,FALSE,-,-,-,-,-,-,-
syc1577-h_at,Uncharacterized protein,Synpcc7942_2547,Q31K42,0.11746005,0.20751479,-0.22673517,0.03880718,-0.00636088,0.04553127,0.12400965,0.18754801,-0.23506969,-0.23796719,-0.14586336,-0.10993185,0.79250971,0.0407,4,FALSE,-,-,-,-,-,-,-
syc1578-h_at,hypothetical protein,Synpcc7942_2546,Q31K43,0.35063841,-0.41015028,-0.46252676,-0.03328411,0.26108738,0.13694142,0.05273598,-0.18146342,-0.34248449,0.00492629,0.1452426,0.19420054,0.88991521,0.0080,2,FALSE,-,-,-,-,-,-,-
syc1579-h_at,aspartate aminotransferase,Synpcc7942_2545,Q31K44,0.11168215,-0.35766933,-0.15270828,0.04267483,0.30275445,0.09466517,-0.00728537,-0.5867593,-0.2434914,0.00976711,0.32500173,0.29979197,0.94449471,0.0012,2,FALSE,-,-,-,-,-,-,-
syc1581-m_at,DNA polymerase bacteriophage-type  Uracil DNA glycosylase superfamily,Synpcc7942_2543,Q31K46,-0.25531735,-0.27624789,0.17905292,-0.13754852,0.02693399,0.02966596,-0.08867654,-0.10467661,0.25522013,0.13774373,-0.00147476,0.0737538,0.8005518,0.0369,3,FALSE,-,-,-,-,-,-,-
syc1582-m_at,putative cytochrome C6-2,Synpcc7942_2542,Q31K47,-0.16672144,-0.16802376,0.17555114,0.03944867,0.15791998,-0.14827214,-0.20787818,-0.16163098,0.30663085,-0.02611459,0.13545014,-0.04067188,0.90749484,0.0050,3,FALSE,-,-,-,-,-,-,-
syc1585-m_at,hypothetical protein  thioredoxin like,Synpcc7942_2539,Q31K50,0.05585255,-0.34909089,-0.21043419,-0.00846319,0.26711415,0.14246866,0.04203157,-0.41623193,-0.24023638,0.13119402,0.13457938,0.15731023,0.92503916,0.0028,2,FALSE,-,-,-,-,-,-,-
syc1589-h_at,hypothetical protein,Synpcc7942_2535,Q31K54,-0.13335005,0.2443337,0.4548348,-0.25485917,-0.63811831,-0.52452764,-0.26625156,0.38402354,0.46103262,-0.02148865,-0.55746926,-0.22857882,0.93115529,0.0022,1,FALSE,-,-,-,-,-,-,-
syc1591-h_at,hypothetical protein,Synpcc7942_2533,Q31K56,-0.21425617,-0.05219932,0.15972237,-0.10024747,-0.08387476,-0.08648598,-0.15812644,0.06173139,0.31701461,0.11486226,-0.22618441,0.02697441,0.79312695,0.0404,3,FALSE,-,-,-,-,-,-,-
syc1592-m_at,hypothetical protein,Synpcc7942_2532,Q31K57,-0.15675227,-0.14568014,-0.15372381,-0.10185736,-0.25956704,0.15535958,-0.04335445,-0.01540909,0.15010399,0.00184635,-0.05603027,0.36743354,0.88462288,0.0090,5,FALSE,-,-,-,-,-,-,-
syc1597-h_at,ATP-dependent protease ATPase subunit,Synpcc7942_2526,O34126,-0.29184767,0.22812,0.34926662,-0.10019504,-0.18529996,-0.19186554,-0.24128701,0.20002309,0.33174772,-0.02290924,-0.23851327,-0.08303288,0.97025447,0.0002,1,FALSE,-,-,-,-,-,-,-
syc1599-h_at,trigger factor  FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase),Synpcc7942_2524,Q935Z3,-0.3870224,-0.05727347,0.36550974,0.03688503,-0.01988954,-0.03455164,-0.27221761,-0.04894795,0.33504444,0.08731053,-0.13094907,0.05312154,0.94147638,0.0014,3,FALSE,-,-,-,-,-,-,-
syc1601-m_at,hypothetical protein,Synpcc7942_2520,Q31K69,-0.0131774,-0.5490489,-0.24748769,-0.06346221,0.13227611,0.03339661,0.15193349,-0.41089803,0.0872534,0.0385286,0.12446252,0.33095261,0.86797491,0.0129,6,FALSE,-,-,-,-,-,-,-
syc1608-m_at,hypothetical protein,Synpcc7942_2512,Q935Y2,-0.00402157,-0.36743983,-0.11701241,0.15644417,0.15205788,0.06969314,-0.13889419,-0.26865193,-0.1060264,0.08631939,0.17139038,0.26543249,0.8309475,0.0244,6,FALSE,-,-,-,-,-,-,-
syc1613-m_at,Uncharacterized protein,Synpcc7942_2507,Q31K82,-0.04204237,0.32021487,0.4452052,-0.17812825,-0.17026728,-0.23189778,-0.2879635,0.1152363,0.30935197,-0.10315647,-0.05939295,-0.46165659,0.84272336,0.0203,1,TRUE,L/D,L,out (anti),12.5,putative uncharacterized,putative uncharacterized,0
syc1614-m_at,phosphoadenosine phosphosulfate reductase,Synpcc7942_2506,Q55309,-0.14498397,0.23617673,0.55637032,-0.07560044,-0.07129681,-0.08798068,-0.14434265,0.0581014,0.15599856,-0.16947489,-0.25030823,-0.33476441,0.89377791,0.0072,1,FALSE,-,-,-,-,-,-,-
syc1617-m_at,light-dependent NADPH-protochlorophyllide oxidoreductase,Synpcc7942_2503,Q935X4,0.30274408,-0.01765638,-0.57342291,-0.31323204,0.16546715,0.30100313,0.35282397,0.04844227,-0.92393271,-0.58194443,-0.06694315,0.40943263,0.97119244,0.0002,4,FALSE,-,-,-,-,-,-,-
syc1620-m_at,hypothetical protein,Synpcc7942_2500,Q31K89,-0.00725289,0.56293779,0.36323158,-0.36341652,-0.65669202,-0.58052361,0.00089947,0.65462169,0.27439671,-0.24933858,-1.01137338,-0.48258051,0.95618139,0.0006,1,FALSE,-,-,-,-,-,-,-
syc1621-m_at,hypothetical protein,Synpcc7942_2499,Q54705,-0.23042428,0.69000381,0.25554397,-0.3586271,-0.71594979,-0.61382635,-0.10364463,0.77998671,0.29558954,-0.17269378,-0.93853945,-0.44806071,0.96938931,0.0002,1,FALSE,-,-,-,-,-,-,-
syc1622-m_at,similar to flotillin,Synpcc7942_2498,Q54704,-0.24028695,0.50497223,0.13474193,-0.2923107,-0.53044427,-0.56007721,0.00468659,0.67333998,0.25575873,0.0009468,-0.51990427,-0.24551114,0.9607055,0.0004,1,FALSE,-,-,-,-,-,-,-
syc1623-m_at,nucleoside diphosphate kinase,Synpcc7942_2497,P50590,0.12350593,-0.1885256,-0.11192579,-0.06491309,0.14246708,0.12118501,0.03509862,-0.25082149,-0.13448603,-0.01147207,0.17341889,0.10597568,0.93954818,0.0015,2,FALSE,-,-,-,-,-,-,-
syc1633-h_at,hypothetical protein,Synpcc7942_2487,Q8GIT3,-0.14977039,0.15518961,0.14251528,-0.02563513,-0.04866433,-0.15746643,-0.05161701,0.12998902,0.1249166,0.00672386,-0.11536233,-0.11535873,0.9084719,0.0048,1,FALSE,-,-,-,-,-,-,-
syc1635-m_at,Uncharacterized protein,Synpcc7942_2484,Q8GIT0,-0.03873148,0.39978969,0.29065671,-0.16951811,-0.04706142,-0.4280259,-0.29327709,0.33140364,0.19751497,-0.1906697,-0.33327233,-0.3773538,0.90381868,0.0055,1,FALSE,-,-,-,-,-,-,-
syc1636-m_at,hypothetical protein,Synpcc7942_2483,Q31KA6,0.22818534,0.07200003,-0.09574895,-0.02746397,0.14206963,0.15556764,0.16038773,-0.21410944,-0.34898624,-0.3061187,-0.06375215,0.05969701,0.95950692,0.0005,4,FALSE,-,-,-,-,-,-,-
syc1641-h_at,hypothetical protein,Synpcc7942_2476,Q31KB3,-0.03729632,0.40045572,0.16506319,-0.2056606,-0.41419323,-0.35519104,0.01550214,0.43048227,0.11999459,-0.15731063,-0.52761662,-0.19480259,0.95755946,0.0006,1,FALSE,-,-,-,-,-,-,-
syc1642-h_at,L-argininosuccinate lyase,Synpcc7942_2475,Q8GIS1,0.01332693,-0.37253717,-0.04725596,-0.04442156,0.07740677,0.06394636,-0.0258527,-0.37729469,-0.10103918,0.12162296,0.11784472,0.29837979,0.8793049,0.0102,6,FALSE,-,-,-,-,-,-,-
syc1643-h_at,hypothetical protein,Synpcc7942_2474,Q8GIS0,0.05424666,0.15791992,0.09147742,-0.05873159,-0.2258027,-0.16118452,0.0159177,0.1396509,0.00377074,0.0713054,-0.13319701,-0.19245684,0.82818655,0.0254,1,FALSE,-,-,-,-,-,-,-
syc1644-h_at,hypothetical protein,Synpcc7942_2473,Q8GIR9,-0.0257717,0.2803,0.15395357,-0.03187469,-0.23257542,-0.41173707,-0.01444599,0.25904872,0.20015487,0.07466482,-0.25802066,-0.33735796,0.97749635,0.0001,1,FALSE,-,-,-,-,-,-,-
syc1645-h_at,signal recognition particle protein,Synpcc7942_2472,Q31KB7,-0.20450851,-0.23121404,0.00617388,0.01702111,0.10360122,0.04569205,-0.13190301,-0.13208831,0.12675278,0.03376784,0.12861619,0.26090439,0.88544123,0.0089,6,FALSE,-,-,-,-,-,-,-
syc1646-h_at,N utilization substance protein B  transcription antiterminator NusB,Synpcc7942_2471,Q8GIR7,-0.28966649,-0.41487088,0.07366238,0.16695097,0.22065576,0.09760206,-0.14658904,-0.23932655,-0.07204809,0.12869939,0.14753728,0.29404593,0.83231021,0.0239,6,FALSE,-,-,-,-,-,-,-
syc1652-m_at,hypothetical protein,Synpcc7942_2465,Q31KC4,-0.21377319,0.47007429,0.09940912,0.00886076,-0.28711769,-0.34825703,-0.16139741,0.46240794,0.04769139,0.01676639,-0.23560993,-0.37953512,0.99070698,0.0000,1,TRUE,L,D,out (anti),15.5,putative uncharacterized,putative uncharacterized,0
syc1654-m_at,S-adenosylmethionine synthetase,Synpcc7942_2463,Q31KC6,0.22292009,-0.44047698,-0.35350344,0.15055938,0.23560675,0.16345746,0.1652935,-0.40425845,-0.43830158,0.0368463,0.16430314,0.21811309,0.97487423,0.0001,2,FALSE,-,-,-,-,-,-,-
syc1656-m_at,hypothetical protein,Synpcc7942_2461,Q31KC8,-1.55573169,0.80245377,1.15082578,-0.58806984,-1.99624327,-2.03364808,-1.32173948,0.81274685,1.34131397,0.07730625,-2.37736272,-1.84349454,0.9754928,0.0001,1,FALSE,-,-,-,-,-,-,-
syc1659-h_at,competence protein ComE,Synpcc7942_2458,Q31KD1,-0.81748661,-0.03690553,0.57194507,-0.28215765,-0.60058673,-0.5597119,-0.28005391,0.49615254,0.7575803,0.0705989,-0.23162064,-0.33453324,0.9565266,0.0006,1,FALSE,-,-,-,-,-,-,-
syc1660-h_at,glycyl-tRNA synthetase alpha chain,Synpcc7942_2457,Q31KD2,0.09063064,-0.39848354,-0.17869541,0.07586766,0.25256176,0.06469246,-0.08587243,-0.33229721,-0.01582629,0.07283478,0.07858079,0.11321337,0.81551671,0.0304,6,FALSE,-,-,-,-,-,-,-
syc1663-m_at,adenine phosphoribosyltransferase,Synpcc7942_2454,Q31KD5,-0.39676335,0.03946291,0.49922281,-0.04893386,-0.27321668,-0.37223441,-0.24562114,0.03855095,0.58786475,0.15489072,-0.35419924,-0.12528757,0.93183778,0.0021,3,FALSE,-,-,-,-,-,-,-
syc1664-m_at,oligopeptides ABC transporter permease protein,syc1651_d,Q5N1H9,-0.2002264,0.13198551,0.42705858,-0.04057626,-0.29060653,-0.14201186,-0.18861131,-0.05627985,0.48303112,0.08301763,-0.37142734,-0.15602905,0.93005089,0.0023,1,FALSE,-,-,-,-,-,-,-
syc1665-m_at,type IV pilus assembly protein PilM,Synpcc7942_2453,Q31KD6,0.10520515,0.24201946,-0.2410755,-0.0334551,0.0022453,-0.13913724,0.1297148,0.36342238,-0.28068385,-0.2196204,-0.02497029,-0.12237063,0.93180139,0.0021,4,FALSE,-,-,-,-,-,-,-
