"Proteins identified in the 48h time-course experiment, using TMT 6-plex labeling: column headers show the Uniprot accession numbers of all proteins (Uniprot Accession); the names of the proteins as seen in Uniprot database (Protein name); the common gene names (gene names); gene names as seen in the Cyanobase (http://genome.microbedb.jp/cyanobase/) (Gene names (Synpcc7942 only); the number of spectrum to peptide matches of each protein for the whole 48h experiment (Total PSMs); the theoretical molecular weight (MW (kDa)); the abundance factor calculated by dividing the number of PSMs by the molecular weight (Abund factor); the relative abundance factor calculated by diving the abundance factor for the sum of all abundance factors (Rel abund); the total number of protein copies analyzed in one sample (Prot copy nrs), as calculated by multiplying the relative abundance factor for the amount of protein material used in the 48h experiment, dividing by the molecular weight and multiplying for the avogadro number; the number of protein copies analyzed in one cell, as calculated by dividing the protein copy numbers for the number of cells used in the 48h experiment (Prot copies/cell); the number of peptides per 12h experiment, one protein was identified with (Unique peptides); number of spectra per 12h experiment, one protein was identified with (Unique spectra); the percentage of which we were able to identify in a protein (Coverage(%)); the normalized protein ratio in a certain time-point X (X hours LD); the number of spectra used for the ratio calculation (Quant spectra); the variance between the ratios of the spectra used for quantification (Variance X hours LD); categorization of significant (TRUE) and non-significant (FALSE) proteins, as determined by the inter quartile range analysis (Significant); the cluster number corresponding to each significant protein (Cluster nr);categorization of cyclic (TRUE) and not-cyclic (FALSE) proteins, as determined by the Pearson correlation (Cyclic); the Pearson correlation value (Pearson); the p-value for the significance of the Pearson correlation (p-value); and the phase, light (L) or dark (D), at which the protein profile shows a maximum abundance (Peak phase).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* significant (p<0.05),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
** very significant (p<0.01),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uniprot Accession,Protein name,Gene name,Gene Name (Synpcc7942 only),Total PSMs,MW (kDa),Abund factor,Rel abund ,Prot copy nrs,Prot copies/cell,Unique Peptides,Unique Spectra,Coverage (%),6.5 hours LD,Quant spectra,Variance 6.5 hours LD,9.5 hours LD,Quant spectra,Variance 9.5 hours LD,11.5 hours LD,Quant spectra,Variance 11.5 hours LD,12.5 hours LD,Quant spectra,Variance 12.5 hours LD,14.5 hours LD,Quant spectra,Variance 14.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),17.5 hours LD,Quant spectra,Variance 17.5 hours LD,21.5 hours LD,Quant spectra,Variance 21.5 hours LD,23.5 hours LD,Quant spectra,Variance 23.5 hours LD,24.5 hours LD,Quant spectra,Variance 24.5 hours LD,26.5 hours LD,Quant spectra,Variance 26.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),30.5 hours LD,Quant spectra,Variance 30.5 hours LD,33.5 hours LD,Quant spectra,Variance 33.5 hours LD,35.5 hours LD,Quant spectra,Variance 35.5 hours LD,36.5 hours LD,Quant spectra,Variance 36.5 hours LD,38.5 hours LD,Quant spectra,Variance 38.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),41.5 hours LD,Quant spectra,Variance 41.5 hours LD,45.5 hours LD,Quant spectra,Variance 45.5 hours LD,47.5 hours LD,Quant spectra,Variance 47.5 hours LD,48.5 hours LD,Quant spectra,Variance 48.5 hours LD,50.5 hours LD,Quant spectra,Variance 50.5 hours LD,Significant,Cluster nr,Cyclic,Pearson,p-value,Peak phase
Q31LH0,Fimbrial assembly protein PilC-like,Synpcc7942_2069,Synpcc7942_2069,68,45.1,0.001507963,0.000109454,1.4027E+12,2.7679E+02,3,9,8.5,1.046887466,9,0.0008,1.109685727,9,0.0006,1.066350557,9,0.0006,1.1137815,9,0.0006,1.024000102,9,0.004,4,15,9.3,0.95873813,12,0.0006,1.009252886,12,0.0011,1.054629706,12,0.0023,0.99907939,12,0.0004,0.694064769,12,0.0005,3,22,9.5,0.832530207,15,0.0021,1.146304507,15,0.001,0.920025787,15,0.0011,1.126937939,15,0.0005,1.180592446,15,0.0011,5,22,12.9,1.27438309,21,0.0016,1.013911386,21,0.0019,0.903857571,21,0.0031,0.984691071,21,0.001,0.841782708,21,0.001,TRUE,4,FALSE,-,-,-
Q31LG9,Twitching motility protein,Synpcc7942_2070,Synpcc7942_2070,245,39.9,0.006147152,0.000446183,6.4698E+12,1.2766E+03,12,53,37.6,1.008091609,40,0.0016,1.001151956,39,0.002,0.946237161,40,0.001,0.925976575,41,0.0018,1.100525221,40,0.0012,17,76,55,1.050025872,74,0.0011,1.071519305,74,0.001,1.086425624,74,0.0008,1.051961874,74,0.0009,0.944713236,74,0.0019,9,57,27.9,0.96094825,46,0.0019,1.010880921,48,0.0031,0.833681185,46,0.0033,0.924485279,49,0.0049,0.887769049,49,0.002,10,59,32.9,1.062673865,46,0.0054,1.137889264,46,0.003,1.157444032,46,0.0064,1.183313992,46,0.0053,0.991060119,45,0.0053,FALSE,-,-,-,-,-
Q31LG8,ATPase,Synpcc7942_2071,Synpcc7942_2071,484,74.2,0.006524276,0.000473556,3.6891E+12,7.2795E+02,23,62,37.4,1.125122993,55,0.0023,1.058278566,57,0.0021,1.024707701,57,0.0017,0.991744955,56,0.002,1.149211597,55,0.0022,29,131,54.7,1.029911719,131,0.0011,1.085425449,131,0.0011,1.155579955,131,0.0013,1.017888013,131,0.0007,0.791589455,131,0.0015,20,140,35.1,0.949292391,116,0.0045,0.981747943,118,0.0027,0.859013522,114,0.0035,0.924911118,118,0.0031,0.922571427,119,0.0033,21,151,36.6,1.198671005,120,0.0045,1.041118108,120,0.0027,1.055844592,121,0.0041,1.044479691,120,0.0023,0.939074397,120,0.0023,FALSE,-,-,-,-,-
Q31LG4,Putative uncharacterized protein,Synpcc7942_2075,Synpcc7942_2075,50,9.5,0.005289387,0.000383923,2.3472E+13,4.6315E+03,3,6,45.8,0.98107001,6,0.0036,1.189049679,6,0.0017,1.136841712,6,0.0025,1.003690931,6,0.002,0.475006989,6,0.1055,2,13,24.1,1.055115493,11,0.0003,1.068070697,11,0.0003,0.947109079,11,0.0006,1.104332873,11,0.0003,1.251411092,11,0.0012,4,16,34.9,0.934329368,8,0.0035,0.764363605,8,0.0453,1.117120445,7,0.0025,0.73909455,9,0.0199,0.849180475,8,0.1003,5,15,47,0.941889597,6,0.0356,1.523701868,6,0.0224,1.462850687,6,0.0065,1.465547841,6,0.0219,1.836961271,6,0.0219,TRUE,5,FALSE,-,-,-
Q31LG1,Phosphoglycerate mutase,Synpcc7942_2078,Synpcc7942_2078,39,23.4,0.001663687,0.000120757,2.9770E+12,5.8744E+02,1,9,3.8,0.984917831,2,0.0495,0.920873552,5,0.0085,0.829659709,4,0.0086,0.651478368,3,0.0155,1.170038089,5,0.0073,3,5,14.6,1.192339688,5,0.001,1.172195366,5,0.0021,1.210319415,5,0.0011,1.080189621,5,0.0016,1.028016298,5,0.0014,3,11,23.1,0.977912506,5,0.0073,0.956973695,5,0.0044,0.841976558,5,0.004,0.889610704,5,0.0031,0.843334758,5,0.0031,2,14,9.9,1.051235455,7,0.0151,1.13005609,8,0.0026,1.118407318,7,0.0032,1.04930079,8,0.0034,1.119953522,8,0.0034,FALSE,-,-,-,-,-
Q31LF9,Probable phosphoketolase,Synpcc7942_2080,Synpcc7942_2080,200,89.0,0.002247921,0.000163162,1.0598E+12,2.0913E+02,19,32,28.9,1.063653075,25,0.0052,1.006004677,25,0.0012,0.970957007,26,0.0036,0.963829024,25,0.0013,1.051235455,25,0.0022,19,45,25.6,1.007627473,42,0.0005,1.151065401,42,0.0008,1.276144932,42,0.0017,1.046405467,42,0.0012,0.74336139,42,0.0023,18,62,28.3,0.891250938,45,0.0049,1.021644967,45,0.0066,1.040159644,45,0.0045,1.145776736,45,0.002,1.074731554,45,0.0025,22,61,32.8,1.126159747,46,0.0069,1.065123582,48,0.0066,0.915587806,47,0.0057,0.956312869,47,0.0071,0.771436174,47,0.0071,FALSE,-,-,-,-,-
Q31LF8,Probable glycosyl transferase,Synpcc7942_2081,Synpcc7942_2081,38,36.0,0.001055451,7.66085E-05,1.2297E+12,2.4265E+02,2,5,7,1.282330583,4,0.0192,1.048093433,4,0.0174,1.138413402,4,0.0104,0.983784555,4,0.0225,1.240794901,4,0.0053,4,11,13,1.074484117,9,0.001,1.138937782,9,0.0007,1.206424088,9,0.0007,1.067333154,9,0.0009,0.765772912,9,0.0007,5,12,12.7,0.872167702,11,0.0159,1.187955028,11,0.0126,1.018591388,10,0.0085,1.23537839,11,0.0124,1.01648272,11,0.0092,5,10,15.5,1.285582642,10,0.02,1.004153254,10,0.0154,0.99884937,10,0.0081,1.175980174,10,0.0061,1.048093433,10,0.0061,FALSE,-,-,-,-,-
Q31LF7,Elongation factor EF-G,Synpcc7942_2082,Synpcc7942_2082,183,73.3,0.002495354,0.000181122,1.4273E+12,2.8164E+02,12,23,24.5,0.735190692,17,0.0023,0.870562589,18,0.0017,1.116092012,19,0.0018,0.997700064,19,0.0015,1.249108029,18,0.002,15,65,34.7,1.308880507,59,0.0011,1.442779623,59,0.0014,1.541345504,59,0.0016,0.798913942,59,0.0009,0.370339469,59,0.0264,12,49,26.6,0.835987916,45,0.0012,1.128495938,44,0.0013,0.920449572,44,0.0039,1.096730699,46,0.0017,1.217306665,44,0.0025,13,46,26.4,1.603983883,42,0.0024,1.531087462,41,0.0078,1.519497535,42,0.004,0.7334998,41,0.0078,0.41048756,38,0.0078,TRUE,4,TRUE,.925**,0.000,D
Q31LF4,Probable anion transporting ATPase,Synpcc7942_2085,Synpcc7942_2085,22,38.7,0.000568525,4.12656E-05,6.1629E+11,1.2161E+02,3,4,11.7,0.506757284,4,0.0426,0.99884937,4,0.0131,0.921722099,4,0.0105,0.925763385,4,0.0064,0.918544075,4,0.0856,9,11,23.7,1.093452697,10,0.0009,1.052446432,10,0.0016,1.094208288,10,0.0007,1.005078539,10,0.0008,0.93454453,10,0.0015,1,1,4.5,0.752662017,1,0.1329,0.787227035,1,0.1223,1.059985685,1,0.1281,1.111731727,1,0.1039,0.862978548,1,0.1142,3,6,13.4,1.186314941,5,0.0045,1.147360779,5,0.0062,1.158510569,5,0.0043,1.173545682,5,0.0086,1.093956366,5,0.0086,FALSE,-,-,-,-,-
Q31LF3,Putative uncharacterized protein,Synpcc7942_2086,Synpcc7942_2086,371,7.5,0.049472959,0.00359093,2.7674E+14,5.4606E+04,6,66,54.5,0.960505818,66,0.0026,0.941889597,66,0.0043,1.017419366,66,0.0007,0.91622049,66,0.0017,1.064633187,66,0.0031,5,111,51.5,1.011113712,86,0.001,1.026597022,86,0.0016,0.979264475,86,0.0009,1.063408188,86,0.0008,1.20670191,86,0.0004,5,81,51.5,0.989464005,65,0.0046,0.852314742,65,0.007,0.809282222,64,0.003,0.862779862,65,0.0042,0.835218297,64,0.0048,6,113,54.5,1.047852129,98,0.0041,1.255162629,98,0.0046,1.297776782,98,0.0047,1.262118115,98,0.0038,1.230835461,98,0.0038,FALSE,-,-,-,-,-
Q31LF0,Thioredoxin domain 2,Synpcc7942_2089,Synpcc7942_2089,91,33.2,0.002738629,0.00019878,3.4573E+12,6.8219E+02,4,19,18.8,0.88695176,16,0.0066,1.08517555,16,0.003,1.062184599,16,0.0026,1.114294534,16,0.0022,0.598687237,16,0.1405,4,35,18.8,1.048334794,35,0.0017,1.038484455,35,0.0013,0.913902783,35,0.0009,1.070532854,35,0.0007,1.193988104,35,0.0017,3,19,12.2,0.982652583,14,0.002,0.904273908,13,0.0024,0.794511157,12,0.0037,0.833105497,13,0.0008,0.843917514,14,0.0013,4,18,19.7,1.059253725,12,0.0056,1.24050923,12,0.0045,1.190693547,12,0.0017,1.236516739,12,0.0024,1.317043138,12,0.0024,TRUE,5,FALSE,-,-,-
Q31LE9,Homoserine dehydrogenase,Synpcc7942_2090,Synpcc7942_2090,63,47.1,0.001337267,9.70638E-05,1.1907E+12,2.3495E+02,6,12,11.2,1.218147842,12,0.0035,1.158243842,12,0.0014,1.013677951,12,0.0029,0.970286525,12,0.0033,0.681867514,12,0.0959,8,22,23.4,1.084925707,21,0.0011,1.170846602,21,0.002,1.135010816,21,0.001,1.061695557,21,0.0007,0.874178256,21,0.0006,4,15,7.9,0.936052053,17,0.0061,1.099005839,17,0.0034,0.974989638,15,0.0026,1.042797545,17,0.0008,1.037050726,17,0.003,5,14,11.7,1.202541298,14,0.0123,1.062429204,14,0.013,1.153453258,14,0.0135,0.909075597,14,0.0077,0.807978864,14,0.0077,FALSE,-,-,-,-,-
Q31LE7,"Proton-translocating NADH-quinone oxidoreductase, chain M",Synpcc7942_2092,Synpcc7942_2092,42,54.2,0.000775285,5.6273E-05,6.0032E+11,1.1846E+02,3,4,6.6,1.322208668,4,0.0014,0.935190314,4,0.0031,1.010880921,4,0.0014,1.125382092,4,0.0014,0.670965206,4,0.0164,3,4,5.5,0.997929819,4,0.0047,1.008323758,4,0.0019,0.969839794,4,0.0012,0.947763545,4,0.004,0.729625493,4,0.0171,5,21,8.6,0.704206452,4,0.0023,1.115835052,4,0.0014,1.038484455,4,0.0056,1.116863248,4,0.0006,1.444774274,4,0.0006,5,13,8.4,1.540281148,12,0.0058,0.984917831,12,0.0035,0.951699848,11,0.0006,0.919602197,13,0.0041,0.659781297,13,0.0041,TRUE,4,FALSE,-,-,-
Q8VPV6,Beta-Ig-H3/fasciclin,Synpcc7942_2094,Synpcc7942_2094,168,13.9,0.012104326,0.000878577,3.6583E+13,7.2186E+03,5,30,48.9,0.988780744,30,0.0003,0.897428795,30,0.0015,1.058278566,30,0.0004,0.859607112,30,0.0006,1.113012393,30,0.0008,5,65,48.9,1.045442136,65,0.0012,1.073742146,65,0.0013,1.049059208,65,0.0009,1.07225974,65,0.001,1.215346179,65,0.0003,5,34,48.9,1.16091387,28,0.0093,1.03038612,28,0.0022,0.939290652,26,0.0012,0.956312869,28,0.0016,1.038484455,27,0.0021,5,39,48.9,0.953674126,33,0.0076,1.107898565,33,0.0267,1.023528641,33,0.0029,1.069301067,33,0.0036,1.029200527,33,0.0036,FALSE,-,-,-,-,-
Q31LE4,Putative uncharacterized protein,Synpcc7942_2095,Synpcc7942_2095,152,14.2,0.010714563,0.000777702,3.1682E+13,6.2515E+03,3,25,25.2,0.734852202,22,0.0018,0.976562402,22,0.0004,0.915166259,22,0.0007,0.88838251,22,0.0018,1.108664139,21,0.0003,6,43,55.1,0.931536765,41,0.0016,0.910961452,41,0.0011,0.808723383,41,0.0022,0.95191901,41,0.0009,1.040159644,41,0.0024,3,42,25.2,1.066350557,35,0.0029,0.867960577,35,0.0036,0.828895916,35,0.005,0.729961576,35,0.0015,0.7760684,35,0.0016,4,42,37.8,0.918332596,37,0.0013,1.161983604,37,0.0052,1.211155763,37,0.0029,1.218147842,37,0.0015,1.252275835,37,0.0015,TRUE,5,FALSE,-,-,-
Q31LE3,Diguanylate cyclase with GAF sensor,Synpcc7942_2096,Synpcc7942_2096,79,74.3,0.00106259,7.71267E-05,5.9953E+11,1.1830E+02,8,12,15.4,0.899290488,12,0.0044,0.794694121,12,0.004,0.855066713,12,0.0046,0.954333128,12,0.0088,0.905732601,11,0.0539,10,23,17.5,1.067578945,23,0.0011,1.297179271,23,0.0017,1.400876984,23,0.0013,1.195914138,23,0.001,0.790496588,23,0.0011,5,22,10.1,0.794145355,22,0.0006,0.972971233,22,0.0007,0.871565438,22,0.0022,1.001843766,22,0.0019,1.024235914,22,0.001,6,22,9.8,1.197016123,21,0.0007,1.139462403,21,0.0007,1.134227049,21,0.0011,1.114037987,21,0.001,0.861787122,20,0.001,TRUE,6,TRUE,.759*,0.011,D
Q31LE1,"dTDP-4-dehydrorhamnose 3,5-epimerase",Synpcc7942_2098,Synpcc7942_2098,173,20.5,0.008440506,0.000612643,1.7274E+13,3.4086E+03,9,30,49.7,0.899290488,28,0.003,0.965606099,27,0.002,0.979039017,29,0.0003,0.934114256,26,0.0009,1.07969229,28,0.0004,10,79,63.9,1.041597671,74,0.0006,1.041597671,74,0.001,0.990375755,74,0.0006,1.019999597,74,0.0004,1.186041813,74,0.0007,5,27,33.9,1.032048246,23,0.0032,0.919602197,23,0.0007,0.888996395,23,0.001,0.823000312,24,0.0005,0.884300764,24,0.001,6,37,41,1.030623403,28,0.0058,1.16573544,28,0.0038,1.255162629,28,0.0031,1.201157618,28,0.0062,1.207813835,28,0.0062,FALSE,-,-,-,-,-
Q31LE0,dTDP-4-dehydrorhamnose reductase,Synpcc7942_2099,Synpcc7942_2099,43,31.4,0.001371087,9.95185E-05,1.8339E+12,3.6186E+02,5,9,18.3,1.003922066,7,0.0036,0.757355877,7,0.0038,0.898669495,7,0.0034,0.9103324,7,0.0035,0.997240712,7,0.0033,4,13,13.8,0.99907939,8,0.0006,0.958958913,8,0.0014,0.973419406,8,0.0011,0.906775965,8,0.001,0.881048873,8,0.0014,4,13,15.6,1.008323758,11,0.0034,1.072753648,11,0.0143,0.95345456,9,0.022,1.079195187,10,0.0072,1.070532854,10,0.0084,2,8,7.6,1.01648272,5,0.0091,1.056574196,5,0.0145,1.049059208,5,0.0246,0.892894196,5,0.0037,0.835795445,5,0.0037,TRUE,4,FALSE,-,-,-
Q31LD9,"dTDP-glucose 4,6-dehydratase",Synpcc7942_2100,Synpcc7942_2100,58,40.9,0.001418003,0.000102924,1.4542E+12,2.8695E+02,3,5,10.1,0.914323748,4,0.0127,0.892894196,4,0.0025,0.843528965,4,0.0085,0.886747556,4,0.0057,1.127716669,4,0.0045,7,22,25.2,1.025179705,22,0.0008,1.087927613,22,0.0003,1.130316325,22,0.0005,1.005309994,22,0.0007,1.088679387,22,0.0006,6,13,24.9,0.989008445,13,0.0042,0.943843523,13,0.0017,0.921934357,13,0.0026,0.9132717,13,0.0007,0.965606099,12,0.0014,7,18,27.5,0.972747224,15,0.0073,0.894128628,15,0.0053,0.977687359,15,0.0016,1.002766923,15,0.0017,1.144458371,15,0.0017,FALSE,-,-,-,-,-
Q31LD8,Glucose-1-phosphate thymidylyltransferase,Synpcc7942_2101,Synpcc7942_2101,14,32.6,0.000428935,3.11337E-05,5.5127E+11,1.0878E+02,2,5,9.9,0.974316371,3,0.0014,1.006468066,4,0.0013,0.934759742,4,0.0012,0.925976575,4,0.0017,1.204758503,4,0.0018,3,3,18.4,0.984691071,2,0.0147,1.048817681,2,0.0142,1.083677359,2,0.0142,0.998389489,2,0.0151,1.069301067,2,0.0143,2,2,9.9,0.954772716,2,0.0153,0.848789503,2,0.0153,0.920449572,2,0.0171,0.923421538,2,0.0149,0.974316371,2,0.0144,2,4,9.2,1.130316325,3,0.0023,0.909075597,3,0.0024,1.010880921,3,0.0045,0.912220862,3,0.0049,1.011579454,3,0.0049,FALSE,-,-,-,-,-
Q31LD7,NAD-reducing hydrogenase gamma,Synpcc7942_2102,Synpcc7942_2102,16,8.1,0.00196395,0.000142551,1.0112E+13,1.9954E+03,2,7,34.2,0.889610704,3,0.0112,1.032523631,4,0.014,1.312199899,4,0.0292,1.096478196,4,0.0488,1.723852091,6,0.0186,1,2,15.2,1.080438372,2,0.0164,1.049059208,2,0.0161,0.99884937,2,0.0162,1.054872571,2,0.017,1.241080637,2,0.0159,1,2,15.2,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,2,5,34.2,0.736376635,1,0.0857,1.056087738,1,0.0728,-,0,Inf,1.151065401,1,0.067,1.344930988,1,0.067,FALSE,-,-,-,-,-
Q31LD6,Putative uncharacterized protein,Synpcc7942_2103,Synpcc7942_2103,89,15.5,0.005751628,0.000417474,1.5592E+13,3.0766E+03,6,15,42.5,0.928111171,15,0.0019,1.057304304,15,0.0062,1.107388477,15,0.0031,0.938425931,15,0.0042,0.958517398,15,0.0078,4,21,22.4,0.955652499,19,0.004,0.841201426,19,0.0099,0.877202781,19,0.0075,0.899290488,19,0.0034,0.928966387,19,0.0016,4,26,29.9,0.849571627,21,0.0053,1.071519305,21,0.0026,0.896396186,21,0.0034,1.141037716,21,0.0009,1.174627056,21,0.0048,6,27,42.5,1.301068014,22,0.0029,1.065123582,22,0.005,0.980844136,22,0.0031,0.984691071,22,0.0039,1.035618977,22,0.0039,TRUE,4,FALSE,-,-,-
Q31LD2,ABC-type nitrate/sulfonate/bicarbonate transport systems periplasmic components-like,Synpcc7942_2107,Synpcc7942_2107,18,58.1,0.000309856,2.24905E-05,2.2375E+11,4.4150E+01,1,3,2.6,0.927470276,2,0.0252,0.922996385,2,0.0236,0.994260074,2,0.0219,0.827751545,2,0.025,1.22179966,2,0.0211,4,6,9.8,1.065123582,6,0.0011,1.118149825,6,0.0014,1.119953522,6,0.001,1.080936047,6,0.0011,0.888177976,6,0.0018,2,4,6,0.91748717,3,0.0068,1.059985685,4,0.0136,1.038723602,3,0.0141,1.261246575,4,0.0241,1.170307532,4,0.0071,3,5,13,0.912430933,5,0.0339,0.992658807,5,0.0061,0.989919775,5,0.0026,1.201434227,5,0.0019,1.133443823,5,0.0019,TRUE,4,FALSE,-,-,-
Q31LD0,ATPase,Synpcc7942_2109,Synpcc7942_2109,29,65.7,0.000441394,3.2038E-05,2.8181E+11,5.5608E+01,2,4,3.9,0.721605775,2,0.0539,0.990831945,3,0.0133,0.899290488,3,0.0129,1.024000102,2,0.0423,1.27379635,2,0.0384,3,4,4.9,1.035380544,4,0.0035,1.056574196,4,0.0034,1.116092012,4,0.0034,1.056330939,4,0.0037,0.94080583,4,0.0037,5,10,12.7,0.684541843,4,0.0424,1.092697627,4,0.0286,0.745418213,4,0.0239,0.955872572,4,0.0147,1.078698314,4,0.0045,7,11,13,1.366155076,6,0.0303,1.298972629,6,0.0141,1.208648452,6,0.0076,1.169768709,6,0.0064,0.947981801,6,0.0064,TRUE,6,TRUE,.668*,0.035,D
Q31LC8,Xylose repressor,Synpcc7942_2111,Synpcc7942_2111,19,31.1,0.00061034,4.43007E-05,8.2243E+11,1.6228E+02,1,3,2.6,1.013911386,3,0.0034,0.955652499,3,0.0032,1.063408188,3,0.0029,0.905941178,3,0.0033,1.156644774,3,0.0029,4,12,28.1,1.006699841,11,0.0008,1.031810635,11,0.0006,1.10407862,11,0.0006,1.070779382,11,0.0007,1.210040761,11,0.0012,1,1,5.6,0.905732601,1,0.0845,0.994031163,1,0.0769,0.748514125,1,0.1091,0.705180022,1,0.0911,0.854869849,1,0.0807,2,3,8.3,0.933684179,3,0.0096,0.953015579,3,0.0169,1.025651926,3,0.0087,1.094964401,3,0.0098,1.169768709,3,0.0098,FALSE,-,-,-,-,-
Q31LC7,Putative uncharacterized protein,Synpcc7942_2112,Synpcc7942_2112,38,19.3,0.001973494,0.000143243,4.2993E+12,8.4834E+02,3,10,22.2,1.095721037,4,0.0018,0.800571269,5,0.003,1.041837535,6,0.0015,0.979489985,6,0.0012,1.159578088,5,0.0024,5,20,28.9,1.127197456,18,0.0005,1.046164551,18,0.0013,1.054872571,18,0.0007,0.96783205,18,0.0006,1.246809205,18,0.001,2,3,18.9,0.965606099,1,0.1088,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,2,5,18.9,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31LC4,Putative uncharacterized protein,Synpcc7942_2115,Synpcc7942_2115,170,31.8,0.005351484,0.00038843,7.0665E+12,1.3944E+03,8,27,35.2,0.871565438,21,0.0023,0.917275935,23,0.0006,1.010415501,23,0.0006,0.889201118,23,0.0009,1.083677359,23,0.0019,12,49,44.7,1.102300489,45,0.0009,1.053416217,45,0.0012,1.027069896,45,0.0014,0.999769768,45,0.0009,1.160379373,45,0.0017,8,42,32.7,0.992658807,29,0.0021,0.859805067,29,0.0022,0.856643256,27,0.0051,0.839266716,28,0.006,0.907193647,28,0.0023,10,52,35.6,1.052446432,23,0.0043,1.215905996,25,0.0058,1.16654098,25,0.0038,1.108153698,25,0.0037,1.292111524,25,0.0037,FALSE,-,-,-,-,-
Q31LC1,Putative uncharacterized protein,Synpcc7942_2118,Synpcc7942_2118,115,10.4,0.011026706,0.000800359,4.4351E+13,8.7514E+03,4,14,43.2,0.640914357,9,0.2061,0.932609854,11,0.0037,0.684541843,11,0.0653,0.85427953,11,0.0059,1.680737926,11,0.2078,5,46,43.2,1.16385801,45,0.0008,1.190967746,45,0.0013,1.137627286,45,0.001,1.093200949,44,0.001,1.087677138,45,0.0004,3,24,24.2,1.007627473,21,0.0021,0.988553095,21,0.0027,0.970733461,21,0.0012,0.92853868,21,0.0008,1.034903844,21,0.0013,4,31,43.2,1.063653075,26,0.005,1.109685727,26,0.0011,1.088178147,26,0.0018,0.991288345,26,0.0022,1.136056681,26,0.0022,FALSE,-,-,-,-,-
Q31LC0,"RNA methyltransferase TrmH, group 3",Synpcc7942_2119,Synpcc7942_2119,211,56.7,0.003720667,0.00027006,2.7521E+12,5.4305E+02,12,25,25.6,0.906567196,20,0.0011,0.865565624,23,0.0016,1.000691014,22,0.0006,1.063898018,21,0.0008,1.227721892,23,0.0024,17,48,39.7,1.039680743,42,0.001,1.074979049,42,0.001,1.129275744,42,0.0007,1.108408889,42,0.0005,0.906775965,42,0.001,12,66,32,0.778753479,48,0.0039,0.9132717,48,0.0036,0.83004187,48,0.0021,0.952138223,48,0.0021,1.003459849,48,0.0014,17,72,36.8,1.11532131,40,0.0028,0.988780744,41,0.003,1.015546936,39,0.002,1.138151303,42,0.0035,1.186861385,42,0.0035,FALSE,-,-,-,-,-
Q31LB8,Stage II sporulation protein,Synpcc7942_2121,Synpcc7942_2121,495,14.2,0.034951105,0.00253688,1.0352E+14,2.0427E+04,10,93,63.1,0.863574878,89,0.0021,0.963385266,91,0.002,1.020939484,92,0.001,0.861390346,91,0.0005,1.118922482,91,0.0008,10,180,63.1,1.017653663,180,0.0016,0.97364357,180,0.0012,0.93282462,180,0.0006,1.071025966,180,0.0007,1.231402412,180,0.0008,9,100,50,0.977687359,112,0.0015,0.891045744,112,0.0025,0.803896245,110,0.0022,0.753182117,112,0.004,0.807792841,109,0.0036,11,122,52.3,1.067333154,115,0.0032,1.238796587,118,0.0023,1.262990256,118,0.0022,1.23537839,118,0.0016,1.218428363,118,0.0016,FALSE,-,-,-,-,-
Q31LB5,Acetylpolyamine aminohydolase,Synpcc7942_2124,Synpcc7942_2124,25,34.7,0.00071958,5.22298E-05,8.6881E+11,1.7144E+02,2,7,5.6,0.916431482,7,0.0037,0.955432478,7,0.0021,0.997470361,7,0.002,0.875386813,6,0.0027,1.341837732,7,0.0031,5,10,18.3,1.026360666,10,0.0007,1.023528641,10,0.0017,0.923208937,10,0.0007,0.986052413,10,0.0008,1.177605974,10,0.0009,2,5,5.9,1.066350557,3,0.0054,0.903441425,4,0.0109,1.095973366,2,0.0116,0.834641548,4,0.0039,0.700325597,4,0.0431,2,3,5.9,0.738924387,3,0.046,0.981295935,3,0.0044,1.091440336,3,0.0042,1.056817509,3,0.005,1.361758203,3,0.005,FALSE,-,-,-,-,-
