Protein.Name	Gene.Name	Uniprot.ID	mRNA.ID	default.pvalue
Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	Sdhc	Q9CZB0;F8WGB3	1435986_x_at	0.824960492538055
	Gnpda1	Q91WJ4;D3Z0R5	1448163_at	0.0351038320040492
Interleukin enhancer-binding factor 2	Ilf2	Q9CXY6	1417949_at	0.0272427966790091
CDKN2A-interacting protein	Cdkn2aip	Q8BI72	1429320_at	5.91712647066951e-07
CBP80/20-dependent translation initiation factor	Ctif	Q6PEE2;Q6PEE2-2	1436047_at	0.178412561408059
Isobutyryl-CoA dehydrogenase, mitochondrial	Acad8	Q9D7B6;D3YTT4	1419262_at	3.65263944926288e-05
Ras GTPase-activating-like protein IQGAP1	Iqgap1	F6ZJB0;G3UW45;Q9JKF1	1417379_at	0.000592737423119223
Myosin light polypeptide 6	Myl6;Gm8894	Q60605;Q60605-2;E9QLM0;Q8CI43	1424269_a_at	7.21978936483591e-07
Rab3 GTPase-activating protein catalytic subunit	Rab3gap1	Q80UJ7	1455922_at	4.7351752241507e-05
Paxillin	Pxn	F8VQ28;Q8VI36;Q8VI36-2	1426085_a_at	0.0105341408986081
Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain	F9	P16294	1427393_at	0.0853815474680915
Arf-GAP domain and FG repeat-containing protein 1	Agfg1	Q8K2K6;Q8K2K6-1;Q8K2K6-3;Q8K2K6-2	1426922_s_at	0.034480680300896
Rho GDP-dissociation inhibitor 1	Arhgdia	Q99PT1	1451168_a_at	0.433769824242463
Hyaluronan-binding protein 2;Hyaluronan-binding protein 2 50 kDa heavy chain;Hyaluronan-binding protein 2 50 kDa heavy chain alternate form;Hyaluronan-binding protein 2 27 kDa light chain;Hyaluronan-binding protein 2 27 kDa light chain alternate form	Habp2	Q8K0D2;E9QM92;E9Q092;Q8K0D2-2;Q3V1J8;F7B276	1443695_at	0.40967168790186
	Pfdn4	Q3UWL8;E9Q6U4	1454888_at	0.0159014923449599
Transmembrane protein 11, mitochondrial	Tmem11	Q8BK08;E9Q933	1454669_at	0.060242168646598
FYVE, RhoGEF and PH domain-containing protein 4	Fgd4	Q91ZT5;F8WGX0;Q91ZT5-2;E9Q4V3;Q91ZT5-3;Q91ZT5-4;E0CZ69	1425037_at	0.139214069443289
BRISC complex subunit Abro1	Fam175b	Q3TCJ1;G3X9P0;D3Z4D8	1433846_s_at	0.0434078376385032
Lactotransferrin	Ltf	P08071	1450009_at	0.219874224907234
Protein FAM98B	Fam98b	Q80VD1	1460037_at	0.288663073368415
BSD domain-containing protein 1	Bsdc1	Q80Y55;D6RDC8;D6RDT1	1452372_at	0.000136533984231279
Malonyl-CoA-acyl carrier protein transacylase, mitochondrial	Mcat	Q8R3F5	1452216_at	0.0457902376147615
Pleckstrin homology domain-containing family F member 2	Plekhf2	Q91WB4;A8Y5N8	1423862_at	6.59230445982856e-05
28S ribosomal protein S24, mitochondrial	Mrps24	Q9CQV5	1450865_s_at	0.278218999195559
	Farp1	F8VPU2;E9Q805	1459799_at	0.35334890880278
Protein transport protein Sec16B	Sec16b	Q91XT4;F6Q2Y9	1450734_at	0.447622311031945
CUGBP Elav-like family member 1	Celf1	P28659-4;P28659;P28659-3;P28659-2	1426407_at	7.26746991457068e-07
Calmodulin	Calm1	Q3UKW2;P62204;Q9D6P8;G3UX57;G3UZ90	1423807_a_at	6.66120693613782e-07
	Ifi47	Q61635;Q5NCB2;A6PWD6	1417292_at	1.25797318274142e-06
Complement component 1 Q subcomponent-binding protein, mitochondrial	C1qbp	Q8R5L1;O35658	1448274_at	0.000707121214366226
Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	Dhx15	O35286	1416144_a_at	0.0773584885905851
Pre-mRNA-splicing factor 38A	Prpf38a	Q4FK66	1443282_at	0.0231632746589195
Transcription factor p65	Rela	Q04207;Q04207-2	1419536_a_at	1.24121651849812e-06
E3 ubiquitin-protein ligase TRIM32	Trim32	Q8CH72;A2AGS1;A2AGS0	1427476_a_at	0.264523637962079
TAR DNA-binding protein 43	Tardbp	Q921F2;Q6VYI4;Q6VYI5;Q8BLD4;Q8R0B4;E9Q830;F8WIJ9	1423723_s_at	7.80104316289718e-07
Squamous cell carcinoma antigen recognized by T-cells 3	Sart3	Q9JLI8;Q9JLI8-2	1417548_at	0.906103848461854
Cytoplasmic dynein 1 intermediate chain 1	Dync1i1	D3Z0M6;O88485;Q3TYJ3;O88485-2	1416361_a_at	0.901454413163037
40S ribosomal protein S24	Rps24	P62849;Q9D7P1;E9Q3V8;P62849-3;P62849-2	1428530_x_at	7.22367147754985e-07
Probable D-lactate dehydrogenase, mitochondrial	Ldhd	Q7TNG8;E9Q5A1	1428614_at	0.052966148641485
Multiple inositol polyphosphate phosphatase 1	Minpp1	Q9Z2L6	1423265_at	0.00534158599577769
Carbonic anhydrase-related protein	Ca8	P28651	1427482_a_at	7.7946809029523e-07
Ras-related protein Rab-5C	Rab5c	Q8C266;P35278;A2A5F5;A2A5F6	1424684_at	0.014827049373407
Replication protein A 70 kDa DNA-binding subunit	Rpa1	Q5SWN2;Q8VEE4	1437309_a_at	0.185537770504837
Acyl carrier protein, mitochondrial;Acyl carrier protein	Ndufab1	Q9CR21;F8WJ64;F6ZFT1	1435934_at	0.00810790261616468
Suppressor of G2 allele of SKP1 homolog	Sugt1	Q9CX34	1426424_at	0.0647767349892172
5-hydroxyisourate hydrolase	Urah	Q9CRB3	1455186_a_at	0.205388628561856
Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	Sdhb	Q9CQA3	1418005_at	0.380111990333982
Eukaryotic translation initiation factor 4 gamma 3	Eif4g3	E9QNX3;Q80XI3-3;A2AMI2;Q80XI3;Q80XI3-4;Q80XI3-2;A2AMI7;A2AMI6	1426833_at	0.0202868410925602
Probable Xaa-Pro aminopeptidase 3	Xpnpep3	B7ZMP1;B7ZMP1-2;E9Q1R1	1437926_at	0.0023382981438722
Protein argonaute-1;Protein argonaute-4	Eif2c1;Eif2c4	E9Q5W9;Q8CJG1;E9QA67;Q8CJF8;Q8CJF8-2	1453289_at	0.0111685590371553
Antigen-presenting glycoprotein CD1d1;Antigen-presenting glycoprotein CD1d2	Cd1d1;Cd1d2	P11609;P11610;E9QLX1;E9Q395;D3YV93	1421647_at	0.682888608292124
Transmembrane protein 19	Tmem19	Q91W52-2;Q91W52	1416261_at	6.16735328249497e-06
Thioredoxin reductase 3	Txnrd3	Q99MD6;G3X8P6;D3Z0H7	1423869_s_at	8.92531609085966e-07
Annexin A3	Anxa3	O35639	1460330_at	0.139957180867598
Dimethylaniline monooxygenase [N-oxide-forming] 4	Fmo4	Q8VHG0;D3YUF0	1425799_at	0.0188981867042752
Xylulose kinase	Xylb	Q3TNA1;Q3TMS3	1426706_s_at	0.0773237753456928
Death domain-containing protein CRADD	Cradd	O88843;Q3UMW0;Q3V2M2	1427505_a_at	0.207867108876807
Cytoplasmic phosphatidylinositol transfer protein 1	Pitpnc1	Q8K4R4;Q8K4R4-3;Q8K4R4-4	1455204_at	8.54583946063977e-07
Chloride intracellular channel protein 1	Clic1	Q9Z1Q5	1416656_at	0.000587695328918568
Mediator of RNA polymerase II transcription subunit 24	Med24	A6PW47;Q99K74;Q99K74-2;Q99K74-3	1424180_a_at	0.0418348485582654
DENN domain-containing protein 5B	Dennd5b	A2RSQ0;B8JKU3	1455340_at	6.43998478836427e-07
NGFI-A-binding protein 1	Nab1	Q61122;E9PZ64	1448781_at	0.00347323674831508
Transcriptional repressor p66 alpha	Gatad2a	E9QMN5;Q8CHY6	1423992_at	0.195669212859699
7-dehydrocholesterol reductase	Dhcr7	O88455	1448619_at	0.0923621935099345
Ras-related protein Ral-A;Ras-related protein Ral-B	Rala;Ralb	P63321;Q9JIW9	1423137_at	0.00143378605444622
Symplekin	Sympk	F8WJD4;E9PVR1;Q80X82;E9Q661;F6UJ99	1459000_at	0.110618252248304
General transcription factor 3C polypeptide 1	Gtf3c1	Q8K284	1434066_at	0.0390909052142266
Calcium uptake protein 1, mitochondrial	Micu1	Q8VCX5-2;Q8VCX5-3;Q8VCX5	1451207_at	0.00984511998477306
Protein inscuteable homolog	Insc	Q3HNM7;G3UW77;Q3HNM7-2;D3Z267;E0CXR9;D3Z5D7	1453259_at	6.35906814687931e-05
Gamma-tubulin complex component 2	Tubgcp2	G5E859;Q921G8;E9Q244	1455868_a_at	6.56287348443879e-07
Insulin receptor substrate 1	Irs1	P35569;Q543V3	1423104_at	0.0234481828919144
Pre-mRNA-splicing factor CWC25 homolog	Cwc25	Q9DBF7;F7BY36;Q9DBF7-2	1431755_a_at	0.0633740620972473
60S ribosome subunit biogenesis protein NIP7 homolog	Nip7	Q9CXK8;E9Q109	1448480_at	0.0156179233833364
Phosphorylase b kinase gamma catalytic chain, skeletal muscle isoform	Phkg1	P07934;D3Z472;D3Z1B5	1425164_a_at	0.00460815564039359
Ribosyldihydronicotinamide dehydrogenase [quinone]	Nqo2	F6Y3F4;Q9JI75	1455590_at	0.0131924715126456
Myb-binding protein 1A	Mybbp1a	Q7TPV4;Q3TLF6	1423431_a_at	0.00498039430390389
Eukaryotic translation initiation factor 3 subunit I	Eif3i	Q9QZD9;A2AE03	1416233_at	0.0405189366063635
Complement C1q subcomponent subunit C	C1qc	Q02105;Q6DI63	1449401_at	0.000188505877630125
Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial	Mmab	Q9D273;Q9D273-2;D3Z1G7	1452468_s_at	0.0300481607937422
A-kinase anchor protein 9	Akap9	Q70FJ1;Q70FJ1-2;Q70FJ1-3;E9QQ10;F6V1W5	1435769_at	0.114365280007273
28S ribosomal protein S7, mitochondrial	Mrps7	Q80X85	1453725_a_at	0.0872042309148105
Ubiquitin-conjugating enzyme E2 E2;Ubiquitin-conjugating enzyme E2 E3;Ubiquitin-conjugating enzyme E2 E1	Ube2e2;Ube2e3;Ube2e1	Q91W82;D3YXD1;D3YW10;P52483;P52482;B2FDH0	1448670_at	8.13283822108217e-07
	Nfu1	D3Z285	1418229_s_at	0.0201537346391506
NADH-ubiquinone oxidoreductase chain 5	Mtnd5;mt-Nd5	P03921;Q9MD82	1426088_at	0.0125448554457424
Complement factor D	Cfd	P03953;P03953-2	1417867_at	0.216999172496421
Nuclear fragile X mental retardation-interacting protein 2	Nufip2	Q5F2E7-2;Q5F2E7	1435632_at	8.18214669300046e-07
Peptidyl-prolyl cis-trans isomerase-like 2	Ppil2	Q9D787;E9Q0H9;D3YZQ4	1452920_a_at	0.0544335527368622
Dihydroxyacetone phosphate acyltransferase	Gnpat	P98192;Q05DV2	1417456_at	0.416859218671532
Cleavage stimulation factor subunit 2	Cstf2	E9PZ33;Q8BIQ5;A2AEK1;Q8BIQ5-2;F6ZKC7;A2AEK3;Q8C7E9;A2AEJ8	1419645_at	0.00962800019013238
Activity-dependent neuroprotector homeobox protein	Adnp	A2BDX0;Q9Z103	1423069_at	0.00333329256156472
Protein kish-A	Gm10495;Tmem167a;Tmem167	D3YW38;Q9CR64;Q9CR64-2;E0CY07	1450904_at	7.05482809708892e-07
Lipoyl synthase, mitochondrial;Lipoyl synthase, mitochondrial A	Lias	Q99M04;D3Z6I3	1418700_at	0.0807608352422995
	Gbp6;Gbp10	E9Q342;Q05DL4;Q000W5;Q2V6D6;F7CE50;E9Q7U9	1447927_at	7.34215795052636e-05
Homeobox protein cut-like 1;Protein CASP	Cux1	P53564;P53564-3;E9QKN9;E9QKE9;P53564-2;P53564-4;E9QNW2;P70403;E9QAA4	1424667_a_at	0.433072220008221
H-2 class I histocompatibility antigen, D-B alpha chain	H2-D1	E9QQ06;P01899;E9PWT4;E9Q3M8;G3UXE9;E9Q0G4;A7VMS6;O19441;E9PX63;P01895;P01895-2;P01896;G3UXN9;G3UY84;E9PV42;G3UZP7;G3UX20	1426324_at	0.000102266484481245
High mobility group protein HMG-I/HMG-Y	Hmga1	P17095;P17095-1	1416184_s_at	6.25103582738979e-07
Steroid 17-alpha-hydroxylase/17,20 lyase	Cyp17a1	P27786	1417017_at	0.288108954409107
Macrophage scavenger receptor types I and II	Msr1	P30204;P30204-2;F6VKK0	1425435_at	8.85810445196695e-05
Erythrocyte band 7 integral membrane protein	Stom	P54116;E9PW33;Q99L68	1419097_a_at	0.00392009772575854
Calcium-binding protein p22	Chp;1500003O03Rik	P61022;B0R091;B0R092	1420810_at	7.16396853239564e-07
Protein FAM172A	Fam172a	Q3TNH5;E9QMA2;Q3TNH5-2;Q3TNH5-3	1454723_at	7.02474720828425e-05
	2810408M09Rik	Q5U452	1419682_a_at	0.477896287624556
DNA-directed RNA polymerase II subunit RPB2	Polr2b	Q8CFI7	1433552_a_at	0.00378882027891288
Translation initiation factor eIF-2B subunit epsilon	Eif2b5	Q8CHW4;F6T9C3	1445908_at	0.548439272775958
Transportin-2	Tnpo2	Q99LG2;E9PV58	1437283_at	1.20936758791412e-06
Insulin-like growth factor 2 mRNA-binding protein 3	Igf2bp3	Q9CPN8	1422610_s_at	0.0261256230500283
Proteasome maturation protein	Pomp	Q9CQT5	1416979_at	6.53101450101985e-07
39S ribosomal protein L30, mitochondrial	Mrpl30	Q9D7N6	1447651_x_at	2.20568946435155e-05
p21-activated protein kinase-interacting protein 1	Pak1ip1	Q9DCE5	1430875_a_at	0.0585007314085858
N-terminal kinase-like protein	Scyl1	Q9EQC5	1430354_x_at	0.0110296477339854
Acyl-coenzyme A thioesterase 2, mitochondrial	Acot2	Q9QYR9	1422996_at	0.139413272237522
F-box only protein 6	Fbxo6	Q9QZN4;A2A7H1;A2A7G9	1417501_at	7.49592054114461e-07
Cytosolic Fe-S cluster assembly factor NUBP2	Nubp2	Q9R061	1416512_at	0.00292594666577139
Vinexin	Sorbs3	Q9R1Z8	1419329_at	0.212353761492041
NmrA-like family domain-containing protein 1	Nmral1	Q8K2T1;D3YU12;G5E8S7;Q8K2T1-2;Q8K2T1-3	1453563_at	0.328934023919712
BolA-like protein 2	Bola2	Q8BGS2;Q8BGS2-2	1434545_x_at	7.30309460084962e-07
L-xylulose reductase	Dcxr	Q91X52;A2AC16	1419456_at	0.0860705333103622
GPN-loop GTPase 1	Gpn1	Q8VCE2;D3Z3X7;D6RCY0	1442114_at	8.01894610052177e-07
	Taf4a	E9QAP7;F6W8W7;E9Q2V4	1452438_s_at	0.0246226557349065
Annexin A6;Annexin	Anxa6	P14824;F8WIT2	1442288_at	0.39275911780116
39S ribosomal protein L35, mitochondrial	Mrpl35	Q9CQL6	1440989_at	0.000509518306705811
	Atad2b	E9Q166	1428982_at	0.250798187520033
Coatomer subunit delta	Arcn1	Q5XJY5	1436062_at	7.26728696491745e-07
Aspartate aminotransferase, cytoplasmic	Got1	P05201;F7ALS6	1450970_at	0.0305770498710237
Endoplasmic reticulum metallopeptidase 1	Ermp1	Q3UVK0;Q3UVK0-2;G8JL46;F6TQS9	1460599_at	0.0113874256826094
Rho-associated protein kinase 2	Rock2	E9PYM9;F8VPK5;P70336-2;P70336;E9Q9W8	1451041_at	0.000154733801930231
E3 ubiquitin-protein ligase BRE1B	Rnf40	Q3U319	1438191_a_at	0.0991227024484574
Putative methyltransferase NSUN5	Nsun5	Q8K4F6	1434289_at	0.0338328469791483
Charged multivesicular body protein 4b	Chmp4b	Q9D8B3	1451988_s_at	0.540044670886484
Deoxynucleotidyltransferase terminal-interacting protein 2	Dnttip2	Q8R2M2	1427882_at	0.00153315945876364
Probable cation-transporting ATPase 13A1	Atp13a1	Q9EPE9	1417475_at	0.872859026542252
	Parp4	E9PYK3	1452351_at	4.07965029016962e-05
Extracellular superoxide dismutase [Cu-Zn]	Sod3	O09164	1417634_at	0.0842125525466948
Glutathione synthetase	Gss	P51855;A2AQN7;A2AQN9;Q3TF63	1448273_at	1.90913889972906e-05
Eukaryotic translation initiation factor 5B	Eif5b	Q05D44	1435592_at	0.297788193060812
Small nuclear ribonucleoprotein Sm D1	Snrpd1	P62315	1416336_s_at	7.19075636349053e-07
Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form	Galnt2	Q6PB93;Q6PB93-2	1426756_at	7.71100837130015e-07
Dehydrogenase/reductase SDR family member on chromosome X homolog	Dhrsx	Q8VBZ0	1456484_at	0.0249845610176018
THO complex subunit 2	Thoc2;BC005561	B1AZI6;E9Q5E2	1427461_at	0.550871138447096
Hsp90 co-chaperone Cdc37	Cdc37	Q61081	1416819_at	0.394381547118529
Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan	Dag1	Q62165	1456131_x_at	0.0555624286297218
Leucine-rich PPR motif-containing protein, mitochondrial	Lrpprc	Q6PB66;F6V2A3	1424353_at	6.99189080824614e-07
Glutathione S-transferase A1;Glutathione S-transferase;Glutathione S-transferase A2	Gsta1;Gm3776;Gsta2;Gm10639	P13745;Q6P8Q0;P10648;Q6P8Q1;D3YZV3;D3Z6A6;E9Q6L7	1421041_s_at	0.00341132381659377
Thioredoxin	Txn	P10639	1416119_at	0.0899695647456816
Stress-70 protein, mitochondrial	Hspa9	Q7TSZ0;P38647	1447728_x_at	0.00224677754974609
Translocation protein SEC63 homolog	Sec63	Q8VHE0;F7A8K1	1452854_at	0.0364870251314818
m7GpppX diphosphatase	Dcps	Q9DAR7;Q3TBW9;D6RFQ0	1424080_at	0.0784356498964894
RUN and FYVE domain-containing protein 1	Rufy1	Q8BIJ7	1434131_at	0.151132507080267
Serine/threonine-protein phosphatase 4 regulatory subunit 1	Ppp4r1	E9QPR5;Q8K2V1;E9PX53;Q8K2V1-2;E0CXK8;F6TLH3;E0CYV2;F6V294;E0CX37	1424294_at	0.00332167837314185
PH and SEC7 domain-containing protein 3	Psd3	F6Z9E6;Q2PFD7;Q2PFD7-2;F6Y9N3;Q2PFD7-5;F6PZZ8;Q2PFD7-4;Q2PFD7-3;E9PUC5	1418749_at	0.000203490260503852
Glucosamine-6-phosphate isomerase 1	Gnpda1	O88958	1448163_at	0.0351038320040492
60S ribosomal protein L13	Rpl13;Rpl13-ps3;Gm10071	P47963;D3YX54;E9PZ94	1455871_s_at	8.17180720549376e-07
D-tyrosyl-tRNA(Tyr) deacylase 1	Dtd1	Q9DD18;Q9DD18-2	1447677_x_at	0.548066548275542
	Sbno1	B2RRI2;E9PW13;Q7TNB8;Q7TNB8-2;Q7TNB8-3;E9Q429	1426559_at	7.68809674751118e-07
Rho GTPase-activating protein 31	Arhgap31	A6X8Z5	1450255_at	0.133064273492683
Coiled-coil domain-containing protein 115	Ccdc115	Q8VE99	1451265_at	0.376756801520278
	Asb7	C0H5Y0	1435010_at	8.60608689885872e-07
CCR4-NOT transcription complex subunit 10	Cnot10	Q8BH15;Q8BH15-2;Q8BH15-3;Q8BH15-4;Q8BH15-5	1433882_at	0.00353699844311303
Glyceraldehyde-3-phosphate dehydrogenase	Gm5507	E9PYX4	1418625_s_at	0.840982054060103
StAR-related lipid transfer protein 13	Stard13	F8WIY7;Q923Q2	1452604_at	6.33754504551346e-07
Enhancer of mRNA-decapping protein 4	Edc4	G5E896;Q3UJB9;Q3UJB9-2;D6RE33;F6ZJ27	1426874_at	0.843722950321066
Uncharacterized protein C7orf50 homolog	3110082I17Rik	G5E8F7;Q9CXL3	1453007_at	0.00822056751452943
Serine/arginine-rich splicing factor 10	Srsf10	Q3UYX6;Q9R0U0;Q9R0U0-2;Q9R0U0-3;Q3TFP0;A3KG57	1449121_at	0.00990446039552218
Pleckstrin homology domain-containing family A member 7	Plekha7	Q3UIL6-2;Q3UIL6;Q3UIL6-6;Q3UIL6-4;Q3UIL6-3;Q3UIL6-5	1455343_at	0.00452874635577982
Regulator of chromosome condensation	Rcc1	Q6PFB2;Q8VE37;A2CER2	1416962_at	0.00292152031473151
Acyl-coenzyme A synthetase ACSM2, mitochondrial	Acsm2	Q8K0L3-2;Q8K0L3-3;Q8K0L3;F6XLJ8;F6V4U2	1427224_at	0.380588102158447
Zinc finger and BTB domain-containing protein 20	Zbtb20	Q8K0L9;Q8K0L9-2;E0CYH3;E0CYJ9;E0CXT9	1438443_at	0.0215167498644866
Rab GTPase-binding effector protein 2	Rabep2	Q91WG2;Q91WG2-1;Q91WG2-2	1440795_x_at	0.294856059774078
ATPase WRNIP1	Wrnip1	Q91XU0;Q91XU0-2	1448376_at	6.82091539810536e-07
Hsp70-binding protein 1	Hspbp1	Q99P31	1416894_at	0.0513976064575661
39S ribosomal protein L33, mitochondrial	Mrpl33	Q9CQP0;Q8R0E2	1448190_at	0.0174654367692227
Carboxypeptidase B2	Cpb2	Q9JHH6	1418771_a_at	0.00851459571888667
Golgin subfamily A member 5	Golga5	Q9QYE6	1418447_at	0.00285427950326357
Dynamin-binding protein	Dnmbp	Q6TXD4;E9QPY4;Q6TXD4-2	1427033_at	0.0128099892699982
Guanylate-binding protein 4	Gbp4	Q61107	1421104_at	0.301483052093552
Leucine--tRNA ligase, cytoplasmic	Lars	F8WH45;Q8BMJ2	1448403_at	0.0998471184428373
Mannose-1-phosphate guanyltransferase alpha	Gmppa	Q922H4;D3Z0T7;D3Z5Z5;D3Z2T0;D3YVK2;D3Z2L8;D3Z3M0;D3Z3L0	1460594_a_at	0.163510029996034
Iron-sulfur cluster assembly 2 homolog, mitochondrial	Isca2	Q9DCB8	1424154_a_at	0.372090637761251
Acylglycerol kinase, mitochondrial	Agk	Q9ESW4;Q9ESW4-2	1430496_at	0.000946496922864163
UPF0505 protein C16orf62 homolog	9030624J02Rik	E9Q2K5;Q8BWQ6;D3YW19;D3YW20;Q8BWQ6-3;Q8BWQ6-2;E9Q128;F6RR19	1426694_at	0.0365920880851425
Rho GTPase-activating protein 24	Arhgap24	G3X9N1;Q8C4V1;Q8C4V1-3	1424842_a_at	0.00635440885587253
Vesicle-associated membrane protein 7	Vamp7	P70280	1452007_at	0.364364268201515
Metalloproteinase inhibitor 3	Timp3	P39876	1419089_at	6.99246984580939e-07
Uncharacterized protein C8orf42 homolog	2610019F03Rik	Q8C5P7;D3YVM3	1428357_at	0.0282742219167674
RanBP-type and C3HC4-type zinc finger-containing protein 1	Rbck1	Q9WUB0;F6VII1	1415792_at	0.299480556223342
SNARE-associated protein Snapin	Snapin	Q9Z266;Q9Z266-2	1415756_a_at	0.00278152685854014
RNA polymerase-associated protein CTR9 homolog	Ctr9	Q62018;Q62018-3;Q62018-2	1422679_s_at	0.00323311912400208
	Zc3h7b	F8VPP8;E9Q1Z4	1455547_at	0.0140910384660877
	Fga	E9PV24;Q99K47	1424279_at	0.00135420320974389
	Macf1	E9QA63;E9PVY7;E9QNP1	1428847_a_at	6.58515277432795e-05
Mitochondrial import inner membrane translocase subunit Tim17-B	Timm17b	Q9Z0V7;A2AES1	1438656_x_at	0.100193951462791
Ubiquitin-associated protein 2	Ubap2	Q91VX2;A2AMY5;F6PYV5;A2AMY7	1424281_at	0.174668402242588
Sentrin-specific protease 7	Senp7	Q8BUH8;E9Q1L5;D3Z5W1;Q9CQN9	1430974_a_at	0.0943062234335217
Telomerase protein component 1	Tep1	P97499	1418196_at	0.221143669867875
	Ncam1	F8VQH8	1425126_at	0.187126980635971
Monocarboxylate transporter 10	Slc16a10	Q3U9N9;Q3U9N9-2;F7ALE6	1453675_at	0.0161736972991538
3-phosphoinositide-dependent protein kinase 1	Pdpk1	Q9Z2A0;F2Z3X6;Q3TRL2;F2Z400;F2Z3Z9;F2Z4A5;F2Z3V6;F2Z3X9	1416501_at	8.7161492648889e-07
Ubiquitin carboxyl-terminal hydrolase 5;Ubiquitin carboxyl-terminal hydrolase	Usp5	P56399;Q3U4W8;D3Z4K7;D3YYA5	1448311_at	0.32415963304094
COMM domain-containing protein 3	Commd3	Q63829	1454642_a_at	0.321917295055669
Ubiquitin-like modifier-activating enzyme ATG7	Atg7	Q9D906	1428611_at	0.0201275177730047
Protein-glutamine gamma-glutamyltransferase K	Tgm1	Q9JLF6	1451416_a_at	0.00333239516732232
Actin-related protein 2/3 complex subunit 1B	Arpc1b	Q9WV32;F6VVE6;F6THG2;D3Z6S0	1416226_at	0.00135856619361719
Microtubule-associated protein RP/EB family member 1	Mapre1	Q61166	1428820_at	0.00269030287509166
SEC14-like protein 4	Sec14l4	Q8R0F9	1424676_s_at	1.18858919015766e-06
PC4 and SFRS1-interacting protein	Psip1	Q99JF8;Q99JF8-2;A2BI12;F6RB63	1417166_at	8.54165224772647e-07
Gamma-glutamylcyclotransferase	Ggct	Q9D7X8	1435695_a_at	0.0451995437745235
Sulfotransferase family cytosolic 1B member 1	Sult1b1	Q9QWG7-2;Q9QWG7	1418940_at	1.45292037736767e-05
Lipase maturation factor 1	Lmf1	Q3U3R4;Q3U3R4-2;Q3U3R4-3;F6RND1;Q3U3R4-4;Q3UQQ2;D6RDS1;F6YC79	1424259_at	0.0327996229419859
Developmentally-regulated GTP-binding protein 2	Drg2	Q9QXB9	1417692_at	0.904263268238983
Bcl-2-like protein 13	Bcl2l13	P59017	1429539_at	0.020520607451341
Serine/threonine-protein phosphatase 6 regulatory subunit 1	Ppp6r1	Q7TSI3	1436306_at	0.454013670036054
Selenide, water dikinase 1	Sephs1	Q8BH69	1454792_s_at	0.000868202938096812
60S ribosomal protein L23	Rpl23	P62830;A2A6F8	1415701_x_at	0.0267079463113268
Transcription intermediary factor 1-beta	Trim28	Q62318;Q62318-2	1456308_x_at	0.0883744773458976
Carboxylesterase 1E	Ces1e	Q64176	1419510_at	0.545933111096895
NAD(P)H dehydrogenase [quinone] 1	Nqo1	Q64669	1423627_at	1.47246218592165e-06
Nicotinate-nucleotide pyrophosphorylase [carboxylating]	Qprt	Q91X91	1418836_at	0.619864290026086
Myosin regulatory light polypeptide 9	Myl9	Q9CQ19	1452670_at	0.830222691029088
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	Ndufb4	Q9CQC7	1428076_s_at	0.0390653263036029
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	Ndufb8	Q9D6J5;Q3V406;E9Q9J5;F6VCY0	1458404_at	0.00130667787314095
Isoamyl acetate-hydrolyzing esterase 1 homolog	Iah1	Q9DB29	1454898_s_at	0.362593687951941
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	Pin1	Q9QUR7	1416228_at	0.146381445983079
Proline synthase co-transcribed bacterial homolog protein	Prosc	Q9Z2Y8;Q80ZV3	1423044_at	0.0193013125338034
Cohesin subunit SA-2	Stag2	A2AFF6;O35638;Q3UQG8	1450396_at	6.50671904399159e-06
Agrin	Agrn	A2ASQ1;A2ASQ1-2;A2ASQ1-3;E9PUS6	1426670_at	0.0539971059754727
	Tjp1	B9EHJ3	1417749_a_at	0.0245419585393962
Ensconsin	Mtap7;Map7	D3YWN7;O88735-2;E9QMU3;O88735	1421836_at	7.4561759977756e-07
Tetraspanin-4	Tspan4	Q9DCK3;D3Z0T3;D3Z0B7	1448276_at	0.000934975261748463
Elongation of very long chain fatty acids protein 5	Elovl5	Q8BHI7;D3Z136;D3Z0Z6	1437211_x_at	0.0126074434627596
Phosphatidate phosphatase LPIN2	Lpin2	E9PWN0;Q99PI5;Q99PI5-2;D6RH34	1460290_at	8.92795267618129e-07
Unconventional myosin-IXb	Myo9b	E9QQ56;Q9QY06-2;E9PZW8;Q9QY06;E9PWZ6;E9QKV6;Q9QY06-3	1438533_at	0.114368761592579
Cytochrome c oxidase subunit 7A-related protein, mitochondrial	Cox7a2l	E9PZS8;Q61387	1432264_x_at	0.0027448838663607
DnaJ homolog subfamily C member 28	Dnajc28	E9Q1L7;Q8VCE1;D3Z032	1420543_at	0.0149857518905867
C2 domain-containing protein 2-like	C2cd2l	G5E8D9;Q80X80;E9Q6K0;E9PZE4	1428095_a_at	0.0539927480815023
