Protein.Name	Gene.Name	Uniprot.ID	ZT0	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
Cytochrome c oxidase assembly protein COX15 homolog	Cox15	Q8BJ03;E9QPY1;Q8BJ03-2	1	0	1	2	1	0	1	1	1	0	2	0	1	0	1	1
Melanoma-associated antigen D1	Maged1	F6YTL0;Q9QYH6	0	1	2	1	0	1	0	2	2	1	0	2	0	2	1	1
Trafficking protein particle complex subunit 3	Trappc3	O55013	3	1	1	0	3	0	1	2	2	0	2	0	1	0	3	2
Galactocerebrosidase	Galc	P54818	1	1	2	1	3	0	3	0	1	0	3	0	1	0	1	1
Ras-related protein R-Ras2	Rras2	P62071	1	1	3	0	1	0	0	4	2	2	1	1	0	1	0	1
COMM domain-containing protein 10	Commd10	Q8JZY2;Q3UTM6	1	1	1	2	1	1	1	1	0	0	1	0	1	0	0	1
Lysoplasmalogenase	Tmem86b	Q497J1	1	1	1	1	1	1	0	2	0	1	1	0	0	0	1	1
Drebrin-like protein	Dbnl	Q62418;Q62418-2;Q62418-3	3	1	1	2	0	0	2	2	0	0	3	1	3	0	1	4
Late secretory pathway protein AVL9 homolog	Avl9	Q80U56	0	1	2	0	0	1	0	3	2	1	3	1	0	1	2	1
Methionine-R-sulfoxide reductase B3, mitochondrial	Msrb3	Q8BU85	1	1	1	1	0	1	2	1	0	0	1	0	1	0	1	1
Tripartite motif-containing protein 14	Trim14	Q8BVW3;Q8BVW3-2;E9PV23;Q8BVW3-3	1	0	1	2	0	1	2	1	1	0	4	0	3	0	2	4
Fermitin family homolog 3	Fermt3	Q8K1B8	0	2	1	2	0	2	0	2	0	2	0	1	2	1	2	1
Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	Ppp2r2d	Q925E7;F6RV17	2	1	0	1	2	0	1	1	2	1	1	1	0	0	1	0
Methylsterol monooxygenase 1	Msmo1	Q9CRA4	1	0	0	1	2	1	1	3	1	0	1	1	0	1	0	1
Nitric oxide synthase-interacting protein	Nosip	Q9D6T0;Q9D6T0-2	1	1	2	0	1	1	2	0	1	0	1	0	3	0	1	2
Brain protein 44	Brp44	Q9D023	26	21	29	25	30	18	22	24	33	21	31	22	14	23	19	13
Lactation elevated protein 1	Lace1	Q3V384;F6VT60;E9Q4K2	6	4	5	3	5	4	3	2	5	1	2	5	4	2	2	2
Heterogeneous nuclear ribonucleoprotein A3	Hnrnpa3	Q8BG05;A2AL12	18	18	16	18	24	22	26	16	17	12	25	15	21	14	25	17
Signal transducer and activator of transcription 2	Stat2	E9Q5T9;Q9QXJ2;E9QJX9;Q9WVL2;E9Q0H3	8	7	9	6	6	2	6	7	9	5	5	5	4	6	5	3
PDZ and LIM domain protein 1	Pdlim1	O70400	26	22	21	22	24	16	26	15	24	12	23	14	22	13	23	24
Fumarylacetoacetate hydrolase domain-containing protein 2A	Fahd2	Q3TC72	3	2	7	3	1	2	4	2	2	2	4	2	3	2	2	3
Carboxylesterase 3A	Ces3a	Q63880;Q63880-2	33	39	40	41	34	42	37	33	39	31	42	38	37	40	36	35
26S proteasome non-ATPase regulatory subunit 2	Psmd2	Q8VDM4;Q80V77	35	45	42	44	32	44	49	38	44	35	44	39	39	29	32	33
Peroxisomal NADH pyrophosphatase NUDT12	Nudt12	Q9DCN1;Q9DCN1-2	20	24	25	26	21	24	25	21	20	15	26	19	22	20	24	21
GTP:AMP phosphotransferase, mitochondrial	Ak3	Q9WTP7	40	47	39	41	38	40	44	32	44	32	41	33	46	39	38	47
Mitochondrial carnitine/acylcarnitine carrier protein	Slc25a20	Q9Z2Z6	11	15	18	16	12	14	18	16	20	13	28	13	11	13	15	16
Methionine aminopeptidase 2	Metap2	O08663	10	12	10	12	12	11	11	6	10	5	8	7	11	5	8	9
Mitochondrial import inner membrane translocase subunit Tim9	Timm9	Q9WV98	10	17	11	17	13	15	13	15	10	8	13	14	14	12	13	11
YTH domain family protein 1	Ythdf1	A2AWN8;P59326	2	0	2	1	1	2	1	0	1	0	0	0	2	0	0	0
ALS2 C-terminal-like protein	Als2cl	Q60I26;E9QP27;Q60I26-2	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0
Collagen alpha-1(XVIII) chain;Endostatin	Col18a1	E9QPX1;P39061;P39061-1;P39061-2	1	0	2	0	2	0	1	0	1	1	1	0	0	0	1	0
Leucine zipper transcription factor-like protein 1	Lztfl1	Q9JHQ5;F6VTH5;F6VG18	0	3	3	1	0	0	2	0	0	0	2	0	2	0	3	2
PTB-containing, cubilin and LRP1-interacting protein	Pid1	Q3UBG2;F7AIQ5;Q3UBG2-2	2	0	2	0	1	1	2	0	0	0	1	0	1	0	0	1
Cytochrome b-c1 complex subunit 6, mitochondrial	Uqcrh	P99028	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	1
Proton-coupled amino acid transporter 1	Slc36a1	Q8K4D3;Q5F228	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
Synergin gamma	Synrg	Q5SV85;Q5SV85-2	3	1	1	0	2	1	0	0	1	0	0	0	1	0	1	0
Ras association domain-containing protein 8	Rassf8	Q8CJ96	1	2	0	2	1	2	1	1	0	0	1	0	0	0	0	0
Ribosomal RNA processing protein 1 homolog B	Rrp1b	Q91YK2	0	1	0	2	0	2	0	2	0	1	0	1	0	1	0	1
UPF0172 protein FAM158A	Fam158a	Q9DB76	1	0	2	0	2	0	1	0	0	0	2	0	1	0	1	1
Calpain-2 catalytic subunit	Capn2	O08529;E9PWN1	5	6	6	6	7	6	7	4	6	2	9	4	7	4	6	7
40S ribosomal protein S26	Rps26	P62855	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1
Calpain small subunit 1	Capns1	O88456;D3YW48	26	31	31	31	21	26	33	29	29	26	35	28	38	29	35	38
Serine/threonine-protein kinase SIK3	Sik3	E9PU87;F6S7W6;E9QM33;Q6P4S6;F6U6U5;F6U8X4;Q6P4S6-2	4	2	3	2	4	2	4	1	2	1	1	1	2	1	1	1
Endoplasmic reticulum lectin 1	Erlec1	F6U518;Q8VEH8;F6Z458	3	5	8	4	3	3	5	3	4	4	3	4	6	4	4	4
	Serpinb9	O08797	3	6	3	5	3	5	3	4	3	2	6	2	5	2	4	8
Serine--pyruvate aminotransferase, mitochondrial	Agxt	Q8R128;O35423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorting nexin-3	Snx3	O70492;Q78ZM0;D3Z6Z0;D3Z789	6	8	6	9	3	6	5	7	5	8	4	10	4	6	3	5
Tripeptidyl-peptidase 1	Tpp1	O89023	5	8	5	6	5	5	5	6	4	5	7	5	8	4	5	7
Serine--tRNA ligase, cytoplasmic	Sars	P26638;Q8C483;A2AFS0	23	29	23	27	26	26	25	23	23	19	21	22	27	18	22	25
Bis(5-nucleosyl)-tetraphosphatase [asymmetrical]	Nudt2	P56380	3	4	2	6	3	5	5	7	3	3	6	3	6	5	3	6
DAZ-associated protein 1	Dazap1	Q3UGB5;Q9JII5;Q9JII5-2;D3Z4J1	4	4	3	3	3	4	5	4	3	2	5	4	5	4	3	6
Calcium uniporter protein, mitochondrial	Mcu	Q3UMR5;Q3UMR5-2	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1
U1 small nuclear ribonucleoprotein 70 kDa	Snrnp70	Q62376;Q62376-2	6	6	7	4	5	5	8	6	5	2	5	2	9	4	7	5
Isoleucine--tRNA ligase, mitochondrial	Iars2	Q8BIJ6;E9PWN2	29	27	30	34	29	26	28	27	33	18	31	19	24	20	31	26
5-nucleotidase domain-containing protein 1	Nt5dc1	Q8C5P5;Q8C5P5-2;E9QN01;Q8C5P5-3	2	2	3	2	3	2	2	3	3	2	3	2	4	2	4	1
Ubiquitin-like modifier-activating enzyme 5	Uba5	Q8VE47;F6VRI6	2	2	4	3	1	3	4	3	2	2	7	2	4	1	5	7
Protein FAM114A2	Fam114a2	Q8VE88;Q8VE88-2	4	7	1	7	4	4	7	2	4	2	7	1	7	1	7	8
Methylmalonyl-CoA epimerase, mitochondrial	Mcee	Q9D1I5	8	10	7	13	10	10	11	8	10	8	10	11	11	10	8	11
5-AMP-activated protein kinase subunit beta-1	Prkab1	Q9R078	5	6	8	6	6	6	7	6	6	8	9	8	7	6	6	7
Pre-mRNA-processing factor 40 homolog A	Prpf40a	Q9R1C7;Q9R1C7-2	5	4	7	5	5	5	6	4	2	1	8	5	6	3	8	6
E3 ubiquitin-protein ligase ARIH1	Arih1	Q9Z1K5	7	7	8	8	3	5	5	6	9	7	5	7	5	7	4	4
Phenylalanine--tRNA ligase, mitochondrial	Fars2	Q99M01;G3X9Q4	1	0	0	1	2	1	2	1	1	0	2	0	1	0	1	0
Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase	Paics	Q9DCL9	26	39	32	38	31	29	35	34	43	30	41	28	37	31	37	39
Thymocyte nuclear protein 1	Thyn1	Q91YJ3;Q8BJZ7	4	2	5	2	4	3	3	3	4	4	3	3	4	3	4	2
Partitioning defective 3 homolog	Pard3	A5D6P2;G3XA13;Q99NH2;F6S7Z1;B7ZNY3;Q99NH2-2;E0CZE2;E0CXR8;Q99NH2-3;E9PYJ2;E0CXL4;E0CZ83;F6TSJ9;Q99NH2-5;E0CY24;E0CX45;F6UGU7;Q4JJC0	1	4	1	2	2	2	2	1	1	1	0	1	2	2	0	0
24-hydroxycholesterol 7-alpha-hydroxylase	Cyp39a1	Q9JKJ9;F8WHF4;G3X998	1	1	2	1	2	0	2	3	3	0	3	1	1	0	1	2
Peptide chain release factor 1-like, mitochondrial	Mtrf1l	Q8BJU9	2	2	1	1	2	1	1	1	1	0	1	0	1	0	1	1
Immunity-related GTPase family Q protein	Irgq	Q8VIM9	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0
	Uhrf1bp1	Q570Z6;B2KF50	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1
N-acylethanolamine-hydrolyzing acid amidase	Naaa	Q9D7V9;G3XA18	0	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0
Beta-1,4-galactosyltransferase 5	B4galt5	Q9JMK0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0
	Heatr2	B9EJR8	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
Dystonin	Dst	Q91ZU6-4;Q91ZU6-3;E9PXE5;Q91ZU6;E9Q9X1;Q91ZU6-2;E9QL23	1	1	3	3	1	1	1	1	4	1	1	3	1	2	2	1
Golgin subfamily A member 4	Golga4	Q91VW5	6	5	7	6	3	4	6	5	7	3	5	3	7	4	6	7
Proteasome subunit alpha type-4;Proteasome subunit alpha type	Psma4	Q9R1P0;E9PW69	9	15	17	17	6	16	11	12	16	14	13	13	14	15	12	15
MIF4G domain-containing protein	Mif4gd	Q3UBZ5;A2A9W3;A2A9W1;Q3UBZ5-2	4	1	1	1	2	1	1	1	2	0	1	0	1	1	1	2
Centrin-2	Cetn2	Q9R1K9;B1AUQ7	2	3	6	3	2	2	2	2	2	0	1	0	4	1	2	2
GRIP and coiled-coil domain-containing protein 2	Gcc2	B2RSU7;Q8CHG3;E9PWI6;E0CYI9	4	1	3	1	5	2	5	1	3	0	4	1	2	0	1	4
Adenomatous polyposis coli protein	Apc	Q61315;B2RUG9;Q61315-2;E9QLQ9;Q61315-3;Q61315-4;E9Q4H1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1
Peripheral plasma membrane protein CASK	Cask	F8WGK4;O70589;O70589-5;O70589-4;O70589-3;B9EJ23;O70589-2;E9QM23;F6ZQR2	2	3	3	2	3	1	2	1	3	1	3	1	1	2	0	0
tRNA (guanine-N(7)-)-methyltransferase	Mettl1	Q9Z120;D3Z7D2	1	1	2	0	2	1	1	0	1	1	1	1	1	1	1	1
Protein CutA	Cuta	Q9CQ89;D5MCW4	2	3	5	3	1	4	6	2	3	0	6	1	3	0	4	5
Casein kinase I isoform alpha	Csnk1a1	E9PWB2;E9Q3W1;E9Q2U6;Q8BK63;E9Q4G7;Q8BK63-2	1	1	1	1	1	0	1	1	1	1	2	0	1	1	1	1
N-acetylated-alpha-linked acidic dipeptidase 2	Naalad2	G3UWC2;Q9CZR2	3	1	2	2	2	1	2	2	2	0	2	1	0	1	2	2
Guanine nucleotide-binding protein subunit alpha-13	Gna13	P27601;Q9D034	2	0	2	1	2	1	2	4	2	1	3	1	0	1	1	1
Cytochrome c oxidase subunit 7A1, mitochondrial	Cox7a1	P56392	1	1	0	1	1	2	1	1	0	1	1	1	1	1	1	1
SPRY domain-containing protein 7	Spryd7;6330409N04Rik	Q3TFQ1;Q3UBW1	2	1	1	2	2	2	2	2	1	1	2	0	1	0	1	1
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	Ndufb6	Q3UIU2;A2AP32	4	3	2	3	6	1	4	3	1	0	4	1	2	0	3	2
Endophilin-A2;Endophilin-A1	Sh3gl1;Sh3gl2	Q62419;A2ALV3;Q62420;Q8BXU5;A2ALV1	1	1	1	1	1	1	0	1	1	0	1	1	1	2	1	1
Malectin	Mlec	Q6ZQI3;D3Z1M3	2	2	3	4	0	2	4	8	4	2	5	3	2	2	2	0
Protein Hook homolog 2	Hook2	Q7TMK6;E9Q974	3	1	3	2	4	1	3	1	2	1	3	0	3	0	4	3
Mitochondrial Rho GTPase 2	Rhot2	Q8JZN7;F8WJL2	3	2	5	6	3	4	4	6	6	2	6	0	4	0	3	3
Putative N-acetylglucosamine-6-phosphate deacetylase	Amdhd2	Q8JZV7	0	1	0	2	1	1	2	1	1	1	2	1	2	2	1	1
Leucine-rich repeat-containing protein 41	Lrrc41	Q8K1C9	0	5	2	5	1	5	1	4	2	5	0	5	3	5	2	3
Nucleolysin TIAR	Tial1	Q921W2;P70318	1	2	3	3	1	1	3	0	2	0	3	1	2	1	1	2
Mucolipin-1	Mcoln1	Q99J21-2;Q99J21	0	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
RAF proto-oncogene serine/threonine-protein kinase	Raf1	Q99N57-2;Q99N57	1	0	1	1	2	1	0	1	1	2	1	1	1	1	1	2
Exportin-T	Xpot	Q9CRT8	3	1	2	2	3	2	3	3	3	1	3	0	0	1	3	3
Vacuolar protein sorting-associated protein 33A	Vps33a	Q9D2N9	2	2	1	1	1	2	1	1	1	1	1	1	0	1	0	2
Coiled-coil domain-containing protein 56	Ccdc56	Q9D2R6;E9Q6W2	1	2	3	2	0	2	1	3	2	1	2	0	1	2	1	1
Calcium-binding protein 39-like	Cab39l	Q9DB16;F8WGY6;Q9DB16-2	3	2	5	6	4	3	1	1	3	0	4	0	3	1	2	2
Palmdelphin	Palmd	Q9JHU2	3	5	3	2	1	2	6	0	2	0	4	1	5	3	4	3
Prefoldin subunit 5	Pfdn5	Q9WU28;E9PZ62;E9PVG3;E9Q093	4	2	5	4	3	5	4	4	2	1	4	0	5	0	3	5
1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1	Plcb1	Q9Z1B3;Q9Z1B3-3;Q9Z1B3-2;Q6ZQ92	0	3	2	3	1	3	2	2	2	1	0	1	3	2	2	2
Ubiquitin-conjugating enzyme E2 N	Ube2n;Ube2nl	P61089;G5E8Z0	22	21	22	21	22	19	21	16	18	17	16	16	19	18	19	17
Mitochondrial import inner membrane translocase subunit TIM50	Timm50	Q9D880	5	6	5	8	4	7	7	5	7	6	8	7	4	5	6	6
SH2B adapter protein 1	Sh2b1	Q91ZM2;Q91ZM2-4;Q91ZM2-3;Q91ZM2-2;Q91ZM2-6;Q91ZM2-5	3	5	5	5	2	2	5	1	4	1	5	1	3	1	2	4
Nardilysin	Nrd1	A2A9Q2;Q8BHG1;A6PWC3	10	5	9	7	5	5	8	7	7	5	9	6	6	4	6	7
Ras GTPase-activating protein-binding protein 2	G3bp2	P97379;P97379-2	8	13	24	10	9	12	9	10	15	20	7	9	12	13	5	6
Cytoplasmic dynein 1 intermediate chain 2	Dync1i2	A2BFF9;A2BFF5;Q3TPJ8;O88487;A2BFF8;E9PWC9	4	4	5	6	2	5	4	5	3	4	5	4	5	5	5	3
Gamma-glutamyl hydrolase	Ggh	Q9Z0L8;F8WHZ6;Q9Z0L8-2	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
Polycomb protein Suz12	Suz12	Q80U70;E9PW15	1	2	2	1	1	2	2	2	0	1	0	1	0	1	1	0
Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed;Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed	Actb;Actg1	CON__P60712;P60710;P63260;F8WI82;E9Q607;E9Q1F2;E9Q5F4;G3UZ07	118	146	121	139	100	162	139	136	107	154	133	160	142	191	119	152
Transmembrane protein 33	Tmem33	Q9CR67	1	0	1	0	1	0	1	0	3	0	1	0	0	0	1	0
Zinc finger CCCH domain-containing protein 4	Zc3h4	Q6ZPZ3;E9Q8K8;Q6ZPZ3-2	0	4	3	4	0	3	4	3	3	2	1	2	2	2	1	1
	Sec24a	A2AA71	20	20	20	22	19	22	21	19	19	18	22	15	18	19	20	20
FACT complex subunit SSRP1	Ssrp1	F8WGL8;Q08943-2;Q08943;A2AW05	3	3	5	3	3	4	5	4	2	2	3	1	5	2	4	3
Echinoderm microtubule-associated protein-like 2	Eml2	E9QK48;Q7TNG5-2;Q7TNG5;D3YWS2;D6RGM3	4	4	6	3	4	4	2	2	6	2	4	3	5	2	2	5
Ceruloplasmin	Cp	E9PZD8;G3X8Q5;Q61147;G3X9T8	33	23	31	25	22	21	27	22	29	20	29	18	24	20	21	28
	Gm4788	E9Q8B5;E9Q8B6;E9PUM5	5	6	5	6	6	7	8	5	4	6	5	3	6	5	5	5
Serpin B6	Serpinb6a;Serpinb6	F8WIV2;Q60854;E9Q096	9	13	12	15	9	10	10	9	11	8	11	9	14	7	13	12
	Tpm1	G5E8R2;G5E8R1;E9Q456;E9Q453;E9Q455;G5E8R0;E9Q448;B7ZNL3	14	9	21	11	12	11	13	14	14	11	9	10	12	12	12	7
Glutamate--cysteine ligase regulatory subunit	Gclm	O09172	9	12	14	12	8	13	11	11	12	9	11	10	13	12	8	9
2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	Gcat	O88986;E9PWY6	19	27	26	21	13	20	30	20	22	13	23	18	24	12	17	20
60S ribosomal protein L27a	Rpl27a;Gm5908;Gm5453;Rpl27a-ps1	P14115;D3Z6J9;E9QP28;D3YZN6	12	17	15	17	14	17	17	14	15	13	14	14	15	14	12	10
Ras-related protein Rap-1A	Rap1a	P62835	11	9	11	8	11	7	8	9	12	6	12	4	8	4	8	11
Caspase-3;Caspase-3 subunit p17;Caspase-3 subunit p12	Casp3	P70677	2	5	4	5	2	4	4	3	6	4	6	3	5	3	5	5
Cysteine and glycine-rich protein 1	Csrp1	P97315	6	6	8	8	10	9	8	7	7	6	11	3	3	6	7	10
Protein PRRC1	Prrc1	Q3UPH1	6	6	11	6	4	5	6	6	8	3	6	5	6	8	7	5
Nodal modulator 1	Nomo1	Q6GQT9	5	12	14	11	6	12	9	14	9	8	9	8	10	8	10	10
Lysosomal Pro-X carboxypeptidase	Prcp	Q7TMR0	4	2	3	2	3	2	4	2	2	1	3	1	3	1	2	3
Phosphoglucomutase-2	Pgm2	Q7TSV4	2	2	6	4	1	3	3	2	2	3	4	3	3	4	5	4
U3 small nucleolar ribonucleoprotein protein MPP10	Mphosph10	Q810V0;E9Q4C9	1	1	3	1	2	2	3	1	2	2	2	2	3	2	1	2
Nitrilase homolog 1	Nit1	Q8VDK1;Q8VDK1-2;D3YY53	24	25	22	22	20	19	20	22	21	17	17	18	24	21	17	19
	Ces2c;Ces2d-ps	Q91WG0;D3YWM6	16	21	24	23	15	26	19	19	22	19	20	26	18	16	20	17
U4/U6 small nuclear ribonucleoprotein Prp3	Prpf3	Q922U1	12	19	21	19	9	14	14	14	20	11	18	13	19	16	14	14
Dehydrogenase/reductase SDR family member 1	Dhrs1	Q99L04	20	16	20	18	17	18	25	18	20	15	29	14	21	14	24	22
	Gstt3	Q99L20;G3UX05	14	22	19	21	20	17	18	19	20	17	20	18	19	21	22	19
Heterogeneous nuclear ribonucleoprotein A0	Hnrnpa0	Q9CX86	7	7	8	8	4	5	7	6	5	3	6	6	6	4	6	8
Superkiller viralicidic activity 2-like 2	Skiv2l2	Q9CZU3	1	2	1	1	1	1	2	2	2	1	2	1	2	1	1	2
Prolyl-tRNA synthetase associated domain-containing protein 1	Prorsd1	Q9D820;Q9D820-2	4	5	4	5	5	5	5	5	6	3	4	4	6	7	4	7
Phosphoinositide 3-kinase adapter protein 1	Pik3ap1	Q9EQ32;Q9EQ32-2	1	1	3	1	2	1	3	1	3	1	5	1	4	1	3	6
H/ACA ribonucleoprotein complex subunit 4	Dkc1	Q9ESX5	7	4	8	4	9	4	6	6	8	1	7	2	5	2	5	4
Geranylgeranyl transferase type-2 subunit alpha	Rabggta	Q9JHK4;Q9JHK4-2	5	5	7	4	4	6	7	7	6	3	7	2	7	5	7	5
60S ribosomal protein L38	Rpl38	Q9JJI8	26	27	23	26	22	29	19	22	24	22	27	24	24	22	26	27
Band 4.1-like protein 1	Epb4.1l1;Epb41l1	A2AUK5;Q9Z2H5;A2AUK8;Q9Z2H5-2;Q9Z2H5-3;A2AUK7;A2AUK6	2	1	0	1	1	1	2	1	0	2	1	1	1	1	1	2
UPF0366 protein C11orf67 homolog	1810020D17Rik	D3YZD8;D3Z442;Q8R0P4;D3YWY5;D3Z1Q3;Q8R0P4-2;Q8CF11;D3YX09	1	1	2	1	1	1	1	1	1	1	0	0	1	1	1	1
cGMP-inhibited 3,5-cyclic phosphodiesterase B	Pde3b	Q61409;E9QLQ3	2	2	1	2	1	1	1	5	3	1	1	1	1	1	0	0
Protein cordon-bleu	Cobl	Q5NBX1;G3UWY3;Q5NBX1-3;G5E8P4;Q5NBX1-2	0	1	3	1	0	2	2	2	1	1	2	1	2	1	1	3
Sulfate anion transporter 1	Slc26a1	G5E8U1;P58735	1	1	2	2	1	2	2	4	4	1	4	0	1	0	2	2
Vasodilator-stimulated phosphoprotein	Vasp	P70460	0	1	5	2	0	2	1	2	3	3	1	2	1	3	1	1
Phosphopantothenoylcysteine decarboxylase	Ppcdc	Q8BZB2	3	1	1	2	2	1	3	1	2	1	0	1	2	0	3	1
28S ribosomal protein S2, mitochondrial	Mrps2	Q924T2	1	0	3	1	2	1	3	1	3	2	3	1	1	0	2	2
Ran-binding protein 3	Ranbp3	Q9CT10	2	1	1	1	3	1	2	1	0	2	1	0	2	1	2	1
Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	Qrsl1	Q9CZN8	0	1	3	1	1	1	2	1	2	1	3	1	1	1	0	1
RNA 3-terminal phosphate cyclase	Rtcd1	Q9D7H3;D3Z263	1	1	1	1	1	2	1	1	1	0	1	2	1	1	0	1
Syntaxin-12	Stx12	Q9ER00	1	1	4	1	2	3	2	3	4	1	2	1	4	0	0	2
Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	Plod1	Q9R0E2;F6WNR1	2	1	3	2	2	1	2	2	2	0	3	1	2	0	2	3
Leucine-rich repeat-containing protein 57	Lrrc57	F6U0Y0;Q8JZX5;Q9D1G5;A2AKH7	4	2	1	2	1	1	3	2	1	1	2	2	1	1	1	1
Secernin-3	Scrn3	Q3TMH2	18	29	24	29	16	27	25	24	25	22	21	25	29	26	22	21
Cysteine-rich protein 2	Crip2	Q9DCT8	3	8	7	8	5	7	8	7	7	4	7	6	7	5	5	8
	Slc35a3	E9Q3V2	0	0	1	1	2	0	1	1	1	0	1	0	0	0	0	0
Glycosylphosphatidylinositol anchor attachment 1 protein	Gpaa1	Q9WTK3;E9PW03	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0
Tapasin	Tapbp	Q3TCU5;Q9R233;E9QKX9;Q9R233-2	0	0	3	2	1	1	0	2	4	0	0	0	0	0	0	0
Cyclin-dependent kinase 4 inhibitor C	Cdkn2c	Q60772	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1
Vesicle-associated membrane protein 3	Vamp3	P63024	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1
COX assembly mitochondrial protein homolog	Cmc1	Q9CPZ8	1	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0
Dolichyldiphosphatase 1	Dolpp1	Q9JMF7;A2AWJ3	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0
Serine/threonine-protein kinase 24;Serine/threonine-protein kinase 24 35 kDa subunit;Serine/threonine-protein kinase 24 12 kDa subunit	Stk24	Q99KH8	7	12	7	12	5	9	6	10	8	6	11	7	10	8	12	10
COMM domain-containing protein 1	Commd1	Q8VI86;Q8K4M5;F7BZY0;F7BCN0;G8JL54	3	3	4	3	1	2	4	3	2	2	3	4	3	5	5	3
Coronin-1C	Coro1c	Q9WUM4	6	6	8	8	6	5	8	9	10	5	7	4	8	7	8	5
Transcriptional repressor NF-X1	Nfx1	B1AY10;B1AY10-3;B1AY10-2	0	1	2	1	0	0	0	0	0	0	1	0	1	0	1	0
tRNA 2-phosphotransferase 1	Trpt1	Q8K3A2	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0
AF4/FMR2 family member 4	Aff4	Q9ESC8;B7ZNX0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
GDNF family receptor alpha-1	Gfra1	P97785;P97785-2;E9Q0F7	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0
Ankyrin repeat and FYVE domain-containing protein 1	Ankfy1	Q810B6	7	3	5	3	4	2	4	3	3	3	5	3	4	4	4	4
Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Dhdh	F6Z0K0;Q9DBB8	23	28	29	30	22	26	29	26	25	23	31	19	31	23	25	22
Acidic leucine-rich nuclear phosphoprotein 32 family member B	Anp32b	Q9EST5-2;E9QKP8;Q9EST5	2	1	3	2	3	3	2	1	2	1	2	2	3	1	2	3
Macrophage colony-stimulating factor 1 receptor	Csf1r	P09581;Q3TAZ7;Q3TBH6	0	1	2	3	0	0	1	1	1	0	1	2	1	0	0	1
Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform	Phka1	A2AI87;P18826;A2AI88;P18826-2;A2AI89;A2AI91	2	2	3	3	2	2	2	3	2	2	1	1	3	1	2	1
Microtubule-associated protein 4;Microtubule-associated protein	Map4;Mtap4	P27546;P27546-2;E9QPW8;P27546-3	11	19	23	21	9	20	21	17	15	6	18	11	22	9	16	14
Cytoplasmic aconitate hydratase	Aco1	Q8VDC3;P28271	79	103	92	107	83	90	93	84	94	88	90	96	98	85	83	101
Threonine synthase-like 2	Thnsl2	Q80W22	9	10	9	11	10	9	8	6	13	7	18	6	8	6	11	12
Protein S100-A1	S100a1	Q91V77;P56565	11	13	14	14	9	11	10	10	10	7	14	9	7	10	13	8
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	Ndufa6	Q9CQZ5	13	16	15	13	11	17	14	15	16	18	13	18	16	20	18	11
Afadin	Mllt4	Q9QZQ1-2;E9Q9C3;Q9QZQ1;E9Q852;E9Q316;E9PYX7	17	16	14	10	14	10	12	9	13	8	10	6	11	6	13	12
Actin-like protein 6A	Actl6a	Q9Z2N8;D3YVN1	5	4	4	4	3	3	4	3	4	1	4	1	4	2	2	4
Heterogeneous nuclear ribonucleoprotein M	Hnrnpm	Q9D0E1;Q9D0E1-2;B8JK32;B8JK33;E9Q0P7	40	40	43	38	38	40	49	30	37	31	42	35	44	27	46	43
Nucleoside diphosphate kinase;Nucleoside diphosphate kinase B	Gm20390;Nme2	E9PZF0;Q01768	154	192	177	192	153	178	192	153	173	168	172	177	190	169	168	188
