Protein.Name	Gene.Name	ZT00	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
Sarcolemmal membrane-associated protein	Slmap	-0.059770581	-0.077653186	-0.210513552	-0.460165895	-0.165686877	0.203086665	-0.170694234	-0.233765377	-0.027295624	0.094864789	-0.34857237	-0.41921526	-0.334225008	0.200067224	-0.221815228	-0.408168371
Palmitoyl-protein thioesterase 1	Ppt1	0.108176449	0.169485047	0.200332416	-0.008343459	0.136553101	0.160217738	0.207844306	0.163623387	-0.021195425	0.039577256	0.059961077	-0.00992041	0.230262107	0.047517326	0.226459335	-0.072860402
RNA-binding protein 14	Rbm14	-0.214746523	-0.238909117	0.125305315	-0.254473108	0.006680695	0.042694544	-0.086104371	-0.051024003	0.10766338	0.304558435	-0.009490503	-0.080521232	-0.189919418	-0.227248184	-0.067225673	-0.057415612
Chromodomain-helicase-DNA-binding protein 4	Chd4	-0.020199923	0.295588355	0.476859623	0.189992958	0.516656279	0.406005705	-0.219586745	0.148576757	0.093124793	0.036703449	0.211882293	-0.473838853	0.113754226	0.002599191	0.004117551	-0.251567621
Zinc finger protein 638	Zfml;Znf638	-0.141040345	0.008319438	0.10556636	-0.095181789	0.340678212	0.262382455	-0.078883047	0.109078648	0.166535047	0.126927037	0.070663466	0.250800433	-0.010350188	-0.144960005	0.278356109	-0.300885149
DNA-directed RNA polymerase II subunit RPB1	Polr2a	-0.051163253	0.079965913	-0.081339627	0.019360451	-0.094506339	-0.002450499	0.192694543	-0.164400135	-0.091395186	-0.09328973	-0.193582525	-0.064331046	-0.363227157	0.025030237	-0.143393419	0.091694334
L-lactate dehydrogenase B chain;L-lactate dehydrogenase	Ldhb	-0.578407414	-0.538836108	-0.730574748	-0.814427374	-0.395501575	-0.695102986	-0.624428477	-0.760348707	-0.728051108	-0.755229434	-0.778713221	-0.553065544	-0.642008357	-0.704252269	-0.525367331	-0.450168697
Adenylosuccinate synthetase isozyme 1	Adssl1	0.279633969	0.244291998	0.094772347	0.35125847	0.476096856	0.071466702	0.249873759	-0.058524312	0.184752494	0.205247284	0.165984617	0.111788637	0.339363401	0.266784512	0.164641799	0.322108443
26S protease regulatory subunit 7	Psmc2	-0.085152681	-0.10795563	-0.043064479	-0.117296086	-0.123798608	-0.041523362	-0.156137698	-0.14574266	-0.097206246	-0.155490198	-0.182310918	-0.173383321	-0.210014738	-0.198368423	-0.180020521	-0.141563582
Carnitine O-acetyltransferase	Crat	-0.348345745	-0.333767192	-0.398678716	-0.418675713	-0.49015934	-0.614474283	-0.483880254	-0.364012054	-0.351967481	-0.426962448	-0.388685507	-0.078609835	-0.620774066	-0.231678162	-0.209890007	-0.076832696
Pyruvate kinase isozymes M1/M2	Pkm2	-0.02446153	-0.241718175	-0.298306396	-0.252536767	-0.187387707	-0.31684085	-0.218347209	-0.135797512	-0.212133508	-0.368935932	-0.326307235	-0.186246986	-0.306378911	-0.108758614	-0.269631651	-0.303342394
Monocarboxylate transporter 1	Slc16a1	3.304006187	-0.069702167	-0.364124147	-0.386148755	2.173579645	-0.249141903	0.770707414	0.795734055	0.792207079	-0.223298973	1.423797153	-0.348685669	2.216384103	-0.348459062	1.591831629	1.425346231
Probable ATP-dependent RNA helicase DDX17	Ddx17	-0.119024103	-0.112233058	-0.316956668	-0.16117825	-0.332851122	-0.194843512	-0.207643013	-0.203764966	-0.202762485	-0.304627854	-0.271425676	-0.197362184	-0.139338514	-0.358058618	-0.273814245	-0.136191386
Solute carrier organic anion transporter family member 2B1	Slco2b1	-0.209016592	-0.038155201	0.086890385	-0.078746447	-0.031395196	-0.117828004	-0.124460486	-0.093560176	-0.118359726	0.15860649	-0.09071796	0.058623209	-0.392537245	0.029529152	0.031370988	-0.198242682
	Gbf1	0.082468949	0.257648791	-0.083928155	0.198609538	0.060081396	0.342195386	0.175289163	0.228452428	0.031975623	0.219572306	0.193684192	0.301425893	0.390415222	0.017782154	0.152307695	0.027645546
E3 ubiquitin-protein ligase MIB1	Mib1	-0.430820497	-0.362890643	-0.157949154	-0.175428791	-0.287235865	-0.122208862	-0.154064674	0.022287791	0.068453088	-0.321581807	0.821431946	-0.229957009	-0.461842838	-0.415758667	-0.311968051	-0.288181352
Protein VAC14 homolog	Vac14	-0.059770581	-0.252294541	-0.043064479	-0.266156864	-0.062950609	-0.226385217	0.014557862	-0.057692867	-0.104605043	-0.227864273	-0.155749233	-0.004321606	0.251899486	-0.112499976	-0.257252053	-0.186373777
Cell division cycle and apoptosis regulator protein 1	Ccar1	-0.284514133	-0.163885117	-0.218099174	-0.13211616	-0.295958068	-0.095721922	-0.176960992	-0.269751322	-0.255802837	0.13246722	-0.206768235	0.058578134	-0.099093179	0.042976917	-0.115432826	-0.169925001
Protein arginine N-methyltransferase 5	Prmt5	0.085956012	-0.019346089	-0.011495639	0.02835161	0.023724359	0.056971377	0.008725786	-0.114900024	-0.024177814	-0.077653186	0.133463868	0.181345737	-0.022758398	-0.058662839	-0.153027043	0.18449015
Lipoyltransferase 1, mitochondrial	Lipt1	0.420607422	0.276275445	0.120309915	0.503854705	0.433369912	0.345784455	0.383247098	0.361564665	0.515851555	0.060337106	0.144105954	0.704182954	0.347967897	0.24295968	0.210579558	0.062655608
SLIT-ROBO Rho GTPase-activating protein 2	Srgap2	-0.061707085	0.021570043	-0.55640489	-0.064193062	-0.16542962	0.060833614	-0.09423607	-0.189666447	-0.448795255	-0.138814469	-0.093154488	-0.090040415	0.013887647	-0.242206149	-0.089633736	-0.133563526
Farnesyl pyrophosphate synthase	Fdps	-0.101381142	-0.176705738	-0.162596766	-0.305562016	-0.195725548	-0.355580147	-0.77930175	-0.288299495	-0.323427718	-0.351854439	-0.600079412	-0.447737871	-0.353436218	-0.206518202	-0.679423798	-0.205892928
THUMP domain-containing protein 1	Thumpd1	-0.119820952	0.03017721	-0.111432005	-0.109427427	-0.139076515	-0.022616379	-0.212880566	-0.029417547	-0.009633819	-0.032947164	-0.269033146	0.039725546	-0.064331046	-0.094506339	-0.229464873	-0.334797075
Peroxisome assembly factor 2	Pex6	-0.180020521	0.170605032	0.215479266	0.083416352	0.035948913	0.193964717	0.200282689	0.245830818	0.166000803	0.121988827	0.194228789	-0.100439479	0.011049973	0.064374305	0.226763188	0.162444219
Charged multivesicular body protein 3	Chmp3	0.187115739	0.377200809	0.216669076	0.311380968	0.5121844	0.182933464	0.224536416	0.562878816	0.12219294	0.280527392	0.308322913	0.481162758	-0.052415894	0.391834201	0.049710767	-0.081748651
Protein NipSnap homolog 3B	Nipsnap3b	-0.005902957	0.002729274	-0.155749233	-0.071625394	-0.056722242	-0.169411952	0.049024026	-0.103933991	-0.110630508	-0.126576457	-0.092883966	-0.048375705	0.06698642	-0.041663532	-0.011924948	-0.044603951
Translin-associated protein X	Tsnax	-0.214622201	-0.425459305	-0.419646753	-0.3154503	-0.362890643	-0.299596349	-0.472175804	0.21171521	-0.338795203	-0.19887128	-0.442545456	-0.273336847	-0.306728867	-0.207518077	-0.437227739	-0.317072478
Selenoprotein T	Selt	0.249444944	NA	0.841352749	NA	-0.043204499	NA	0.149664618	0.139950967	0.277971222	NA	0.153558837	NA	NA	NA	NA	NA
OTU domain-containing protein 4	Otud4	0.112225204	-0.128821281	0.07938656	0.000404011	0.141414195	-0.030547964	0.090265291	0.287994183	-0.02219024	0.045624993	0.113754226	0.24778235	0.223811769	0.134936369	0.040304021	0.10455777
	Dnajc13	0.05898386	-0.363675722	0.029676413	0.078548435	0.341061925	-0.424922088	0.073575429	-0.476951913	0.070193856	0.217725646	0.055591295	0.382964875	0.104495726	0.156787943	0.213403638	0.230295955
Thioredoxin reductase 1, cytoplasmic	Txnrd1	0.229348527	0.204881413	0.199719233	0.187986519	0.21245052	0.29755522	0.194542439	0.162767183	0.17062127	0.255511644	0.24834776	0.198195691	0.100886256	0.140459747	0.216719371	0.340495528
Reticulocalbin-1	Rcn1	-0.192446694	-0.18142064	-0.40457619	-0.570171448	-0.2429378	-0.577924245	-0.638768944	-0.334110568	-0.359408719	-0.357608304	-0.52115127	-0.578987003	-0.474773476	-0.175301034	-0.650305029	-0.739329676
Leucine-rich repeat flightless-interacting protein 1	Lrrfip1	0.205363717	0.001818942	-0.127369147	-0.021906077	0.110090405	-0.112766845	0.035431323	0.027351455	0.045193233	-0.085424656	-0.062812492	0.140857357	-0.027437183	0.089666437	-0.049073097	0.165288784
Spermidine synthase	Srm	0.169842049	0.21635058	0.180299121	0.16058858	-0.143654635	0.251865128	0.147138202	0.159895344	0.001530068	0.116629429	0.058382825	0.069678975	0.186130583	-0.154064674	0.001212373	-0.020057652
TP53RK-binding protein	Tprkb	-0.472591746	-0.457541762	-0.334225008	-0.295840551	-0.268554164	-0.462366483	-0.324810603	-0.4826418	-0.446785562	-0.540027269	-0.531768207	-0.623866862	-0.52476579	-0.44127099	-0.398788148	-0.241596155
Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	Pdhb	-0.311270591	-0.243669081	-0.455123338	-0.30287467	-0.229710962	-0.384823459	-0.218719182	-0.322505058	-0.422448312	-0.289008146	-0.257131341	-0.220577607	-0.202511756	-0.315218411	-0.168642036	-0.119156942
UDP-N-acetylglucosamine transporter	Slc35a3	NA	-0.033933911	0.190503236	0.094233221	0.167636539	-0.012211084	0.160362838	0.14963261	0.353892655	0.588183303	0.063394095	0.175386911	NA	NA	-0.034919984	-0.132379425
28S ribosomal protein S18a, mitochondrial	Mrps18a	-0.196858801	0.062339229	0.029632233	0.023269779	-0.077242999	0.010454043	0.03125304	-0.0528332	0.049516655	0.264061971	NA	0.128739854	0.038169264	-0.007051943	NA	NA
Dual specificity protein phosphatase 23	Dusp23	-0.454807592	-0.192572941	-0.228110634	1.860347151	-0.286053134	-0.188907267	-0.011066201	-0.251446432	NA	-0.010206943	-0.204140717	NA	-0.202260984	NA	-0.154323965	-0.212880566
Integrator complex subunit 6	Ints6	-0.054917919	-0.176450439	0.259530031	-0.151988666	-0.030971642	0.074668932	-0.114766793	-0.040541794	-0.02034218	-1.879470525	NA	-0.073408955	-0.022900402	0.143548077	NA	NA
Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	Asap1	-0.385817545	-0.228480098	-0.061292338	-0.374288339	-0.217851097	-0.347665656	-0.039840265	-0.207518077	-0.707524791	-0.217851097	-1.457594292	-0.266996372	-0.085152681	-0.111699072	NA	NA
Probable ATP-dependent RNA helicase DHX58	Dhx58	-0.782324685	-0.598555773	-0.667301759	-0.690908713	-0.634035597	-0.829930722	-0.931304844	-0.676808994	-1.03231247	NA	-1.186563944	-0.783163266	NA	-0.666393032	-1.134483822	-1.320426911
Dynamin-1-like protein	Dnm1l	-0.118492626	-0.035060797	-0.021906077	0.063635316	-0.104068226	0.006579242	0.101567181	-0.055889758	-0.05004888	-0.002162421	0.002107874	0.032905189	-0.003602237	-0.02034218	-0.028710586	0.009596917
Rab GTPase-binding effector protein 1	Rabep1	0.132087726	0.051010499	0.060382236	0.177212757	0.275786313	0.24649815	0.111336619	0.290250598	0.003712499	0.352768393	0.356402364	0.207344515	0.143500269	0.458623936	0.065415564	0.218430455
Proteasome activator complex subunit 3	Psme3	-0.053111336	0.013552656	-0.134878054	0.092247892	-0.10634832	0.222161609	0.030737131	0.037591644	-0.013783815	-0.000576963	0.089512924	-0.071899932	0.006550256	0.013072154	0.081430578	-0.160533009
Alpha-parvin	Parva	-0.126708602	-0.12763328	-0.122738972	-0.182565182	-0.080794082	-0.379399163	0.251126627	-0.023610215	0.059870845	-0.226138561	0.106342679	0.097856941	-0.275126274	-0.302757716	-0.31103803	-0.185486004
Mitochondrial import receptor subunit TOM70	Tomm70a	-0.062812492	-0.018064389	0.231633563	-0.173767068	0.163074065	0.13028649	0.030987692	0.081064272	0.099169894	0.229856	0.221118603	-0.043484498	-0.357270476	0.024971521	0.109234257	0.00330756
Kynurenine 3-monooxygenase	Kmo	0.250439989	0.100035551	0.733195473	0.105830261	0.572651283	0.487783229	0.287994183	0.444203474	0.481646153	0.606737578	0.668111377	0.442849724	0.012082531	0.367601482	0.321765801	0.052580703
Ig gamma-2B chain C region	Igh-3	2.590049746	1.956403518	NA	NA	NA	NA	NA	NA	2.400720298	NA	0.622332045	NA	1.328543569	1.960945854	0.871548215	NA
Nostrin	Nostrin	NA	-0.077379741	NA	NA	NA	NA	NA	0.456642701	NA	0.14769747	NA	NA	NA	0.292121867	NA	NA
Steroid receptor RNA activator 1	Sra1	-0.16812853	-0.003314389	-0.116897018	-0.044464067	-0.876094513	-0.005184376	-0.093019233	-0.059493725	-0.068602027	-0.165558254	-0.185612862	-0.197110515	-0.007913082	-0.145481822	-0.1264443	-0.161952159
AP2-associated protein kinase 1	Aak1	NA	NA	-0.028427705	-0.454070583	-0.353436218	0.454268806	-0.128821281	-0.077379741	NA	NA	-0.706817847	NA	NA	NA	NA	NA
DCC-interacting protein 13-beta	Appl2	NA	NA	NA	NA	NA	NA	-0.094506339	NA	NA	-0.300533772	-0.196607044	NA	-0.072723231	-0.33330923	0.079157932	0.195401195
NF-kappa-B inhibitor beta	Nfkbib	NA	NA	0.353818906	NA	NA	0.449394798	NA	0.425966328	0.458782552	0.268851523	NA	NA	NA	0.374654689	NA	NA
	Cyp2g1	NA	NA	NA	-0.095046725	NA	NA	-0.051302489	NA	0.065898722	NA	0.068301816	NA	NA	NA	NA	NA
Vacuolar protein sorting-associated protein 8 homolog	Vps8	NA	NA	1.019784547	NA	NA	4.893592714	1.702608998	NA	0.732236505	0.484893129	NA	NA	NA	0.691312945	1.921226232	NA
RNA polymerase-associated protein RTF1 homolog	Rtf1	NA	NA	0.099401715	-0.997400809	NA	NA	NA	0.046429303	-0.117828004	-0.09963185	NA	-0.263635404	NA	-0.260507478	NA	NA
	Card6	NA	NA	0.823396376	NA	-0.213378391	NA	NA	0.197219483	0.13579206	0.156739694	0.393178788	NA	NA	0.125840439	NA	NA
G kinase-anchoring protein 1	Gkap1	NA	0.300537206	NA	NA	NA	0.315127415	0.323010522	NA	NA	NA	NA	NA	0.252036926	NA	NA	NA
WD repeat-containing protein 1	Wdr1	-0.101381142	-0.091936738	-0.218719182	-0.243669081	-0.131194352	-0.152248331	-0.166715445	-0.171078696	-0.180911663	-0.202637126	-0.177343788	-0.087327052	-0.171975377	-0.070114503	-0.149779631	-0.120617361
Collagen alpha-1(XII) chain	Col12a1	-0.01834931	-0.054501216	-0.099497201	-0.128425389	-0.053528441	-0.440845918	-0.039559557	0.088316087	-0.047259175	-0.001297842	-0.013640911	NA	-0.009490503	-0.057138304	0.113941565	0.025235764
ELKS/Rab6-interacting/CAST family member 1	Erc1	-0.165558254	0.287483454	-0.074642438	0.161992191	-0.024177814	0.30222618	0.052341323	0.190025874	0.039503117	NA	-0.003314389	0.321819897	0.14568512	0.260756747	0.266367994	0.131882208
Geranylgeranyl transferase type-2 subunit beta	Rabggtb	-0.102456577	-0.06474492	-0.124857467	-0.165043649	NA	-0.202135581	-0.157431827	-0.181675061	-0.168513676	-0.19105724	-0.198996966	-0.093019233	-0.160016608	-0.204015477	-0.273456211	-0.034356597
Cytoplasmic protein NCK2	Nck2	-0.165558254	0.026807543	0.209077863	0.086063205	-0.046560906	0.074258771	0.12560433	-0.119555385	0.044151587	0.048606169	-0.069014678	0.036733047	-0.036186803	-0.023894043	NA	-0.174022842
2,3-cyclic-nucleotide 3-phosphodiesterase	Cnp	0.397353091	0.4526094	0.30062605	0.2927226	0.422056426	0.372729363	0.073955023	0.001573395	-0.072586047	-0.102993993	NA	0.027542607	-0.018491749	0.070239295	0.001053552	-0.334453862
Neuropilin-1	Nrp1	-2.054952639	0.214290436	-0.055750964	-0.033229161	0.103596387	0.44864641	-0.071350804	0.042590526	0.030722394	NA	-0.284514133	0.134271182	-0.088005871	-0.164013889	0.290497608	-0.09895848
Peptidyl-prolyl cis-trans isomerase FKBP5	Fkbp5	-0.658462861	-0.563451034	-0.438825113	-0.993130871	-0.527070336	-0.493852248	-0.483467554	-0.653060017	-0.515207819	-0.389456678	-0.625364016	NA	-0.619553869	-0.01678155	-0.478505927	-0.072037181
Integrator complex subunit 1	Ints1	NA	0.231786027	0.155726842	0.045669665	0.34188451	-0.121015401	0.109031969	0.047964696	0.250337022	-0.056444801	0.027866154	-0.027437183	-0.162210036	-0.057692867	-0.271664711	-0.387472834
Protein ITFG3	Itfg3	0.114035243	0.068619506	0.372654645	-0.089226942	0.129370934	0.36071226	0.307537092	0.302724361	0.156707529	NA	0.23122707	-0.167871708	0.018205786	0.368029662	0.380051801	-0.074642438
Nuclear receptor-binding protein	Nrbp1	-0.329066174	-0.227371423	-0.363563594	-0.4722798	-0.344487663	-0.207268173	-0.339707507	-0.364124147	-0.413160776	-0.602931904	-0.258338011	-0.557679659	-0.462471189	-0.782408565	-0.325616675	-0.249748715
Probable proline--tRNA ligase, mitochondrial	Pars2	-0.110897723	0.097918701	0.371870338	0.113832281	0.436334208	NA	0.540652322	0.331390678	0.155678629	0.158976918	0.438014078	0.312240535	0.127336692	NA	0.435573051	2.377069649
H/ACA ribonucleoprotein complex subunit 2	Nhp2	0.267149063	0.274634015	0.19449291	0.34837192	0.775811511	0.328996555	0.220126766	0.367340914	0.338213923	-0.243425362	0.472569286	NA	0.097254928	NA	0.391285363	-0.017351842
Eukaryotic translation initiation factor 5	Eif5	0.153398373	0.17440973	0.168836178	0.239736465	0.220967262	0.369948722	0.359453106	0.38059638	0.035549613	0.163898126	0.262486286	0.176511489	0.13985559	0.1398238	0.098212093	0.176625626
40S ribosomal protein S8	Rps8;Gm11353;Rps8-ps1;Gm5121	0.171400912	0.216635547	0.161863067	0.127431244	0.145924538	0.362547409	0.370172468	0.214323911	0.370974509	0.456147817	0.262036406	0.363011199	0.253824844	0.395624983	0.361861272	0.220715062
E3 ubiquitin-protein ligase BRE1A	Rnf20	-0.076969476	0.299489259	0.10562845	0.086721847	0.056416185	0.243676929	0.006086567	0.037103069	0.0046385	0.233515085	-0.154971988	0.234142805	0.153141669	0.203418857	0.024516548	0.061270081
Actin-related protein 8	Actr8	0.120404008	NA	0.218245829	NA	0.090649304	NA	0.170053046	NA	0.266610948	NA	NA	NA	NA	NA	-0.025879273	NA
Four and a half LIM domains protein 1	Fhl1	-0.528171209	-0.556208672	-0.295370388	-0.316029859	0.427614757	-0.140124224	-0.260627908	-0.401302792	-0.219834524	-0.117828004	-0.076969476	NA	-0.54428754	-0.047957107	-0.08841301	-0.171078696
Creatine kinase B-type	Ckb	-0.153805336	-0.495695163	-0.825785627	-0.626392409	-0.513288603	-0.394953085	-0.543297901	-0.446997241	-0.549028378	-0.557189496	-0.727441291	-0.474981088	-0.862193478	-0.368041931	-0.573665363	-0.847596102
Adenylate kinase isoenzyme 4, mitochondrial	Ak4	-0.284632576	-0.318345767	-0.467070757	-0.300299474	-0.294664856	-0.371837617	-0.239886801	-0.490056624	-0.44148348	-0.259423152	-0.308477377	-0.128689329	-0.166586914	-0.243912759	-0.329066174	-0.098419558
Leucine-rich repeat flightless-interacting protein 2	Lrrfip2	0.213336732	0.230702186	0.089789258	0.218715833	0.194377352	0.076219481	0.075383194	0.256510883	-0.085560625	0.081567966	-0.077379741	0.404801906	0.203402246	0.172863877	0.380671511	0.48630714
Serine/threonine-protein kinase A-Raf	Araf	-0.499067738	-0.147046143	-0.230571942	-0.111432005	-0.41467678	-0.125386605	-0.027154052	-0.127501219	-0.098419558	-0.085288675	-0.247076832	-0.092613393	-0.123401336	-0.020911066	4.33e-05	-0.307894776
Ribosomal protein;60S ribosomal protein L10a	Rpl10a	0.104852516	0.147473736	0.217742423	0.071815415	0.057271569	0.228824326	0.122711203	0.180429907	0.121408048	0.203070057	0.145270222	0.105426667	0.029470252	0.088806977	0.110682222	-0.038155201
COMM domain-containing protein 8	Commd8	-0.04949137	0.099540826	-0.039559557	0.100901728	-0.007051943	0.023548375	0.030958212	-0.044044333	-0.052415894	0.004421415	-0.075327251	0.103317395	-0.056444801	0.021526111	-0.062121712	0.025265127
Mitochondrial fission process protein 1	Mtfp1	0.125352524	-0.349591743	0.130870855	-0.177471364	0.029529152	-0.087734382	0.012504493	0.046906144	-0.012640181	0.093971432	0.237404555	-0.075053365	-0.349704962	-0.118492626	0.118914924	-0.117030053
Importin subunit beta-1	Kpnb1	0.083905577	0.044850895	0.043913602	0.100035551	-0.00028851	0.056821304	-0.021906077	-0.037874166	0.046399506	-0.023184369	-0.026870865	-0.016924144	0.016979054	-0.025312343	-0.021337583	0.00453719
Pre-mRNA-processing factor 19	Prpf19	-0.124328135	-0.052415894	-0.143785225	-0.061568849	-0.165944088	-0.047957107	0.003437707	-0.151988666	-0.150559677	-0.177471364	-0.169540231	-0.186246986	-0.031536353	-0.187134291	-0.116231661	-0.145481822
Tetratricopeptide repeat protein 33	Ttc33	NA	NA	0.072058048	-0.005040617	NA	0.07217938	NA	-0.120750053	-0.05004888	-0.50873288	-0.148218272	-0.223051788	0.124660282	-0.149389449	-0.430285273	NA
